"gene","current_version_ID","gene_name","gene_product","Relative.Growth.Rate","phenotype","lower","upper","experiment","Confidence"
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.0242068251487,"Dispensable",0.909580548304493,1.1388331019929,"PbSTM88",5.71845077942113
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.01743927044339,"Dispensable",0.939007957136293,1.09587058375048,"PbSTM89",6.47735841499843
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.995996498406711,"Dispensable",0.886668962524083,1.10532403428934,"PbSTM90",5.81310833339143
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.06663987798222,"Dispensable",0.964855003242419,1.16842475272201,"PbSTM91",5.95608188931804
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00602785262376,"Dispensable",0.947860606051114,1.0641950991964,"stm26",7.07516007377426
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.995438870535214,"Dispensable",0.950367809632208,1.04050993143822,"stm27",7.58532416822089
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.995918099991728,"Dispensable",0.933959998007451,1.05787620197601,"stm28_2r",6.94888815476522
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.0016770295175,"Dispensable",0.957604141762156,1.04574991727284,"stm37_4r",7.63011531255701
"PBANKA_051520","PBANKA_0515200","MORN1","MORN repeat-containing protein 1, putative",1.02052363430675,"Dispensable",0.887953358919536,1.15309390969396,"inv1",5.42757914887377
"PBANKA_051520","PBANKA_0515200","MORN1","MORN repeat-containing protein 1, putative",0.976546830999273,"Dispensable",0.855483745559756,1.09760991643879,"met15",5.6091813650826
"PBANKA_052170","PBANKA_0521700","ApiAP2","transcription factor with AP2 domain(s), putative",0.0561185682709546,"Essential",-0.1413963432515,0.253633479793409,"inv1",4.63017675334295
"PBANKA_052170","PBANKA_0521700","ApiAP2","transcription factor with AP2 domain(s), putative",0.0374867431138165,"Essential",-0.0492860061757216,0.124259492403355,"met15",6.27521967089013
"PBANKA_052170","PBANKA_0521700","ApiAP2","transcription factor with AP2 domain(s), putative",0.1,"Essential",NA,NA,"PbSTM61",1
"PBANKA_062240","PBANKA_0622400","","kinesin-19, putative",0.976380042508037,"Dispensable",0.859796862907456,1.09296322210862,"inv1",5.68459490663334
"PBANKA_062240","PBANKA_0622400","","kinesin-19, putative",0.984028613658816,"Dispensable",0.761717510830148,1.20633971648748,"PbSTM22",4.39364938914197
"PBANKA_072150","PBANKA_0721500","","conserved Plasmodium protein, unknown function",0.391278195620394,"Essential",-0.0735515049727516,0.85610789621354,"inv1",2.91846271263761
"PBANKA_072150","PBANKA_0721500","","conserved Plasmodium protein, unknown function",1.01397777625997,"Dispensable",0.276080478779893,1.75187507374005,"PbSTM38",1.9941956158637
"PBANKA_072150","PBANKA_0721500","","conserved Plasmodium protein, unknown function",0.244986691731531,"Essential",-0.123938345956754,0.613911729419815,"PbSTM62",3.38061797207108
"PBANKA_080220","PBANKA_0802200","","serine/threonine protein kinase, putative",0.457401824224338,"Slow",0.261766339613638,0.653037308835037,"inv1",4.64929860845959
"PBANKA_080220","PBANKA_0802200","","serine/threonine protein kinase, putative",0.41671059180715,"Slow",0.253377443076854,0.580043740537447,"met15",5.01022097465766
"PBANKA_080960","PBANKA_0809600","","conserved Plasmodium protein, unknown function",0.165014223876629,"Essential",-0.116879725206865,0.446908172960122,"inv1",3.91874305282947
"PBANKA_080960","PBANKA_0809600","","conserved Plasmodium protein, unknown function",0.1,"Essential",NA,NA,"PbSTM22",1
"PBANKA_080960","PBANKA_0809600","","conserved Plasmodium protein, unknown function",0.0780679618291161,"Essential",-0.0888067288219391,0.244942652480171,"PbSTM50",4.96731856833147
"PBANKA_081700","PBANKA_0817000","","sugar transporter, putative",0.707834792254323,"Dispensable",0.355385337599727,1.06028424690892,"inv1",3.47199047724406
"PBANKA_081700","PBANKA_0817000","","sugar transporter, putative",0.98162668250901,"Dispensable",0.841512604990497,1.12174076002752,"met11",5.31689105863248
"PBANKA_081700","PBANKA_0817000","","sugar transporter, putative",1.03588852959165,"Dispensable",0.790631345747294,1.281145713436,"PbSTM22",4.1971901392033
"PBANKA_082490","PBANKA_0824900","","patatin-like phospholipase, putative",0.452295021262015,"Slow",0.154960230489142,0.749629812034887,"inv1",3.81208742787942
"PBANKA_082490","PBANKA_0824900","","patatin-like phospholipase, putative",0.798580535468463,"Dispensable",0.601931771434733,0.995229299502194,"met15",4.63896649158181
"PBANKA_082870","PBANKA_0828700","PSD","phosphatidylserine decarboxylase, putative",0.13174289582064,"Essential",-0.0909842717112787,0.354470063352559,"inv1",4.38990980221492
"PBANKA_082870","PBANKA_0828700","PSD","phosphatidylserine decarboxylase, putative",0.0885197050262474,"Essential",0.00584560357643453,0.17119380647606,"met1",6.37199213839278
"PBANKA_082870","PBANKA_0828700","PSD","phosphatidylserine decarboxylase, putative",0.1,"Essential",NA,NA,"met6",1
"PBANKA_083560","PBANKA_0835600","PKAc","cAMP-dependent protein kinase catalytic subunit",0.0491454340641021,"Essential",-0.177965680819482,0.276256548947687,"inv1",4.35092613788802
"PBANKA_083560","PBANKA_0835600","PKAc","cAMP-dependent protein kinase catalytic subunit",0.349488025716791,"Slow",0.0992013460369173,0.599774705396664,"met15",4.15659095988011
"PBANKA_083560","PBANKA_0835600","PKAc","cAMP-dependent protein kinase catalytic subunit",0.0246343280170511,"Essential",-0.0708069071702975,0.1200755632044,"PbSTM43",6.08478347961222
"PBANKA_083560","PBANKA_0835600","PKAc","cAMP-dependent protein kinase catalytic subunit",0.1,"Essential",-0.372539686912843,1.004873531387,"stm26",1
"PBANKA_083560","PBANKA_0835600","PKAc","cAMP-dependent protein kinase catalytic subunit",0.1,"Essential",-0.973786430732898,1.34302232128141,"stm27",1
"PBANKA_090380","PBANKA_0903800","","serine/threonine protein kinase, putative",0.42969445772631,"Essential",0.00663042485800697,0.852758490594614,"inv1",3.10675782802607
"PBANKA_090380","PBANKA_0903800","","serine/threonine protein kinase, putative",0.282432150571586,"Essential",-0.154876328907656,0.719740630050828,"met15",3.04052722156024
"PBANKA_090380","PBANKA_0903800","","serine/threonine protein kinase, putative",0.110828079858998,"Essential",-0.213368252145455,0.435024411863452,"PbSTM43",3.63910632858895
"PBANKA_090380","PBANKA_0903800","","serine/threonine protein kinase, putative",0.115754736455342,"Essential",-0.394111019550494,0.625620492461178,"stm26",2.73350998398214
"PBANKA_090380","PBANKA_0903800","","serine/threonine protein kinase, putative",0.0192929291038379,"Essential",-0.233017462438,0.271603320645675,"stm27",4.14048483499709
"PBANKA_090590","PBANKA_0905900","AP2-O","transcription factor with AP2 domain(s)",0.630420099492891,"Slow",0.519629944935624,0.741210254050158,"inv1",5.78652909392677
"PBANKA_090590","PBANKA_0905900","AP2-O","transcription factor with AP2 domain(s)",0.549201746224966,"Slow",0.416376754988781,0.682026737461151,"met15",5.42374010637048
"PBANKA_090590","PBANKA_0905900","AP2-O","transcription factor with AP2 domain(s)",0.529255972176534,"Slow",0.33429134687877,0.724220597474298,"PbSTM49",4.65616865232861
"PBANKA_091030","PBANKA_0910300","GCalpha","guanylyl cyclase, putative",0.318891623375332,"Essential",0.00170514795270726,0.636078098797956,"inv1",3.68282521614355
"PBANKA_091030","PBANKA_0910300","GCalpha","guanylyl cyclase, putative",0.1,"Essential",-0.339400866901201,0.953831583855484,"met11",1
"PBANKA_091030","PBANKA_0910300","GCalpha","guanylyl cyclase, putative",0.1,"Essential",NA,NA,"PbSTM38",1
"PBANKA_091030","PBANKA_0910300","GCalpha","guanylyl cyclase, putative",0.417529599858345,"Slow",0.0975808925073748,0.737478307209316,"PbSTM62",3.66548353224853
"PBANKA_091170","PBANKA_0911700","SUB2","subtilisin-like protease 2",0.0539573740956262,"Essential",-0.360798478034563,0.468713226225816,"inv1",3.14642484110507
