"gene","current_version_ID","gene_name","gene_product","Relative.Growth.Rate","phenotype","lower","upper","cloneid","experiment","Confidence","normd6toinputA","normd6toinputB","normd6toinputC"
"PBANKA_041600","PBANKA_0416000","RhopH3","high molecular weight rhoptry protein 3, putative",0.1,"Essential",-15.8358647012336,18.0631815069163,"PbGEM-085062","PbSTM18",1,NA,NA,NA
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.0781826149899,"Dispensable",0.911399907703651,1.24496532227615,"PbGEM-015545","inv1",4.96842129667145,0.519095656673815,1,0.815375815658874
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.941012147105599,"Dispensable",0.723443648633298,1.1585806455779,"PbGEM-015545","inv2",4.43677744618058,0.34599679237764,1,0.285595699733178
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.01089812080149,"Dispensable",0.858585686151914,1.16321055545107,"PbGEM-015545","met1",5.14993711442327,0.478775830846655,1,0.387055144245266
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.980452885677683,"Dispensable",0.873002222749001,1.08790354860637,"PbGEM-015545","met11",5.8477413336491,0.895046745122227,1,0.571020313035208
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.935452361623473,"Dispensable",0.801512973418119,1.06939174982883,"PbGEM-015545","met12",5.40703017749506,0.567567188437151,1,0.347986981202684
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.963373472875212,"Dispensable",0.853467831304119,1.0732791144463,"PbGEM-015545","met13",5.80256053154625,0.451881192921644,1,0.524710017032053
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.912945308789526,"Dispensable",0.757101292537336,1.06878932504172,"PbGEM-015545","met14",5.10409369668229,0.393698201653084,1,0.39170980247232
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.999668874878651,"Dispensable",0.917872596733451,1.08146515302385,"PbGEM-015545","met15",6.39334143283189,0.529093190810416,1,0.452398463142959
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.959475994102366,"Dispensable",0.752517403537985,1.16643458466675,"PbGEM-015545","met2",4.5367674637424,0.241338799148893,1,0.303018788860342
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.02009516758074,"Dispensable",0.866851845258366,1.17333848990312,"PbGEM-015545","met3",5.13775091885595,0.65767767305636,1,0.459547767353701
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.963704804365526,"Dispensable",0.734285396525729,1.19312421220532,"PbGEM-015545","met4",4.33070131162156,0.46227233573357,1,0.392524273285553
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.864124894044249,"Dispensable",0.63380561878696,1.09444416930154,"PbGEM-015545","met5",4.32287191984078,0.455714277410967,1,0.316303150608547
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.980967712857333,"Dispensable",0.899587174850815,1.06234825086385,"PbGEM-015545","met7",6.40353261189875,0.79278358793253,1,0.452702855574782
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.01037468168072,"Dispensable",0.850460752307175,1.17028861105426,"PbGEM-015545","met8",5.05253346093203,0.961764496264297,1,0.399959155571766
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.00256272414718,"Dispensable",0.864550422361665,1.1405750259327,"PbGEM-015545","PbSTM18",5.34711926996918,0.476335615184153,1,0.552280654602025
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.970781150142762,"Dispensable",0.840820261230438,1.10074203905509,"PbGEM-015545","PbSTM21",5.46733781774577,0.707124548874683,1,0.618706998480227
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.03046466198519,"Dispensable",0.761784414902298,1.29914490906808,"PbGEM-015545","PbSTM22",4.01476091905223,0.57768412633537,1,0.402167144375148
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.998041859807636,"Dispensable",0.879495705236828,1.11658801437844,"PbGEM-015545","PbSTM23",5.65120016949889,0.518854178802016,1,0.447854437898694
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.954922318202656,"Dispensable",0.755240978239565,1.15460365816575,"PbGEM-015545","PbSTM24",4.60835932766239,0.367134268822333,1,0.4954692068806
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.99922942489412,"Dispensable",0.912565576570175,1.08589327321807,"PbGEM-015545","PbSTM25",6.27773127412505,0.426059687947974,1,0.541662565113895
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.951610884171456,"Dispensable",0.734028796132268,1.16919297221064,"PbGEM-015545","PbSTM26",4.43665252788964,0.477491003733325,1,0.542356359041415
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.01949716985665,"Dispensable",0.886035667178443,1.15295867253485,"PbGEM-015545","PbSTM27",5.41417878547978,0.857311986260604,1,0.46131005310098
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.996610581851482,"Dispensable",0.853077071907424,1.14014409179554,"PbGEM-015545","PbSTM28",5.2686678656595,0.536268028240335,1,0.435157274561019
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.982658972545242,"Dispensable",0.865827286449785,1.0994906586407,"PbGEM-015545","PbSTM29",5.6803362817505,1.05731234111245,1,0.567969295378163
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.923883360263,"Dispensable",0.660282014606816,1.18748470591918,"PbGEM-015545","PbSTM30",4.05292910401905,0.780960011079186,1,0.535120526993778
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.927691517829798,"Dispensable",0.774894692520491,1.0804883431391,"PbGEM-015545","PbSTM31",5.14358671959411,0.415190956428743,1,0.294239155557918
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.00565242756741,"Dispensable",0.851523384148019,1.1597814709868,"PbGEM-015545","PbSTM32",5.12622452745204,0.573611964300552,1,0.484572806295425
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.998047435323304,"Dispensable",0.796394013621356,1.19970085702525,"PbGEM-015545","PbSTM37a",4.58870393969443,0.708523704842506,1,0.515091694834824
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.970393234491168,"Dispensable",0.764931671781414,1.17585479720092,"PbGEM-015545","PbSTM38",4.55128697175079,0.669430177141127,1,0.463655218315877
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",1.00007751312288,"Dispensable",0.855399070674259,1.1447559555715,"PbGEM-015545","PbSTM43",5.25277763601619,1.0190353197451,1,0.686489659165985
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.914445650492495,"Dispensable",0.711795403193841,1.11709589779115,"PbGEM-015545","PbSTM44",4.57884177228907,0.455170388308116,1,0.408126310673993
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.999016996035572,"Dispensable",0.891605215411728,1.10642877665942,"PbGEM-015545","PbSTM45",5.8484651884954,0.486846347685871,1,0.564853534551875
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.984976491770983,"Dispensable",0.824015342606633,1.14593764093533,"PbGEM-015545","PbSTM46",5.0394788664313,0.477424810717362,1,0.589966310786421
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.975545507939057,"Dispensable",0.790572061997399,1.16051895388072,"PbGEM-015545","PbSTM50",4.7613803604329,0.367418280763802,1,0.412071343604072
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.90707948244757,"Dispensable",0.683290183633075,1.13086878126207,"PbGEM-015545","PbSTM51",4.38039496129952,0.327648155129893,1,0.39137231909891
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.973682174574586,"Dispensable",0.891732186456069,1.0556321626931,"PbGEM-015545","PbSTM52",6.38958659867359,0.442880611648999,1,0.417734132959536
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.986834281924059,"Dispensable",0.864628087992849,1.10904047585527,"PbGEM-015545","PbSTM53",5.59038545450868,0.483149567586793,1,0.449161019333927
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.954320392875542,"Dispensable",0.862031282613397,1.04660950313769,"PbGEM-015545","PbSTM54",6.15195261397126,0.443831122419138,1,0.448094678299653
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.953837689182477,"Dispensable",0.804963128521015,1.10271224984394,"PbGEM-015545","PbSTM58",5.19559676585497,0.414474290937126,1,0.379185094380976
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.959888184895701,"Dispensable",0.784292233368081,1.13548413642332,"PbGEM-015545","PbSTM59",4.86543366737745,0.537210783767691,1,0.428560843599399
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.935025243650369,"Dispensable",0.76462048043611,1.10543000686463,"PbGEM-015545","PbSTM60",4.92545178480445,0.764982480489831,1,0.643134804148715
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.974256035155421,"Dispensable",0.81620822998243,1.13230384032841,"PbGEM-015545","PbSTM61",5.07600981578495,0.651704952611673,1,0.727634064925362
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.90021075423792,"Dispensable",0.684283210204133,1.11613829827171,"PbGEM-015545","PbSTM62",4.45191910483991,0.349470757560133,1,0.347926076832153
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.975794313585011,"Dispensable",0.83470132994741,1.11688729722261,"PbGEM-015545","PbSTM85",5.30296665617674,0.473686707867065,1,0.408234381697889
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.936435012664949,"Dispensable",0.768974748246617,1.10389527708328,"PbGEM-015545","PbSTM86",4.96031272754613,0.48651020426504,1,0.490662004958575
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.943043886155279,"Dispensable",0.677460039670795,1.20862773263976,"PbGEM-015545","PbSTM87",4.03794372549675,0.769850725092314,1,0.555858501160362
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.826692702406389,"Dispensable",0.481678771207931,1.17170663360485,"PbGEM-015545","PbSTM88",3.5146353260812,0.420976614212223,1,0.29900312867431
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.984307995210605,"Dispensable",0.831785365084598,1.13683062533661,"PbGEM-015545","PbSTM89",5.14717896047011,0.547606258890933,1,0.458112181504373
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.975572575095178,"Dispensable",0.854970626402778,1.09617452378758,"PbGEM-015545","PbSTM90",5.61681403413553,0.526273871123761,1,0.320486080930781
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.908304629092431,"Dispensable",0.638045848464804,1.17856340972006,"PbGEM-015545","PbSTM91",4.0030450255831,0.615867555270901,1,0.587457654273515
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.985981341276712,"Dispensable",0.916298756326406,1.05566392622702,"PbGEM-015545","stm26",6.71390406047213,0.465277285885948,1,0.428403893130384
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.973284929801786,"Dispensable",0.911812939349288,1.03475692025428,"PbGEM-015545","stm27",6.96464165654118,0.404147057404631,1,0.429174565811273
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.946198019051638,"Dispensable",0.883996747300331,1.00839929080295,"PbGEM-015545","stm28_2r",6.94105402768695,0.411021739704436,1,0.473914468923805
"PBANKA_051490","PBANKA_0514900","P28","28 kDa ookinete surface protein",0.95615031814799,"Dispensable",0.843449763728408,1.06885087256757,"PbGEM-015545","stm37_4r",5.75233623816007,0.388777643367198,1,0.403044377276156
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00760417204516,"Dispensable",0.859844095411446,1.15536424867888,"PbGEM-015561","inv1",5.21062521002966,0.636633619375078,1.22642833009701,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.07774213095216,"Dispensable",0.953326758990921,1.20215750291339,"PbGEM-015561","inv2",5.55455343610156,1.21149160404338,3.50145328145439,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.01516655588551,"Dispensable",0.947551210025442,1.08278190174557,"PbGEM-015561","met1",6.77413498498343,1.23697059182675,2.58361118530007,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.02128261791745,"Dispensable",0.960533232340574,1.08203200349432,"PbGEM-015561","met11",6.98829098266702,1.56745167324204,1.75125118524171,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.03872162178369,"Dispensable",0.963793390177884,1.1136498533895,"PbGEM-015561","met12",6.5687434321217,1.63100121296369,2.87367072338132,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.985466499038729,"Dispensable",0.926644785244113,1.04428821283334,"PbGEM-015561","met13",7.05278278116809,0.861201765267689,1.90581457860545,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00941258949581,"Dispensable",0.927820706090471,1.09100447290115,"PbGEM-015561","met14",6.39834534118229,1.00507620480318,2.55291032720751,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.98776650694042,"Dispensable",0.935850823598667,1.03968219028217,"PbGEM-015561","met15",7.30256306233955,1.16952915165678,2.21044075404827,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.965729767569819,"Dispensable",0.865222595680356,1.06623693945928,"PbGEM-015561","met2",5.98134674500978,0.796448299646935,3.30012539407544,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00986972344048,"Dispensable",0.911748897555673,1.10799054932529,"PbGEM-015561","met3",6.02940564619569,1.43114104730306,2.17605235198614,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.01019885305806,"Dispensable",0.918359315138684,1.10203839097743,"PbGEM-015561","met4",6.16171911669843,1.17769108102335,2.54761314919376,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.987230492616448,"Dispensable",0.89951732500466,1.07494366022824,"PbGEM-015561","met5",6.25366085525675,1.44075162240465,3.16152399391554,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.01645720328274,"Dispensable",0.958426239585285,1.07448816698019,"PbGEM-015561","met7",7.07985146918784,1.75122285660416,2.20895447794411,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.998405245808899,"Dispensable",0.933802018387897,1.0630084732299,"PbGEM-015561","met8",6.86527617984811,2.40465678273922,2.5002553037458,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.982749250608971,"Dispensable",0.894869835411428,1.07062866580651,"PbGEM-015561","PbSTM18",6.24987373320936,0.86248832222342,1.810673598047,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00326426366063,"Dispensable",0.915155335180361,1.0913731921409,"PbGEM-015561","PbSTM21",6.244657173793,1.14290698280712,1.61627394300755,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.99650899927211,"Dispensable",0.874738025344489,1.11827997319973,"PbGEM-015561","PbSTM22",5.597520883927,1.43642794896367,2.48652833526148,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00430975068217,"Dispensable",0.911275291052962,1.09734421031138,"PbGEM-015561","PbSTM23",6.13586500274409,1.15853307435436,2.23286835046659,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00131327368125,"Dispensable",0.918168220679667,1.08445832668283,"PbGEM-015561","PbSTM24",6.36063150108559,0.7409830191744,2.01828889891231,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.997957108830862,"Dispensable",0.924672037703873,1.07124217995785,"PbGEM-015561","PbSTM25",6.61309107902022,0.786577687639143,1.84616782551648,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.991376790553501,"Dispensable",0.855967759540978,1.12678582156602,"PbGEM-015561","PbSTM26",5.38520480505016,0.880400857799961,1.84380616789936,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.02869598996908,"Dispensable",0.94751126856399,1.10988071137417,"PbGEM-015561","PbSTM27",6.40835078022923,1.85842901210943,2.16773944829054,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.02577568773773,"Dispensable",0.957907741731152,1.09364363374432,"PbGEM-015561","PbSTM28",6.76667722585378,1.23235450626745,2.29801972403836,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.01869567065896,"Dispensable",0.94766396828529,1.08972737303263,"PbGEM-015561","PbSTM29",6.67555233970504,1.86156602076257,1.76065855696334,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.09144842845529,"Dispensable",0.982263644259518,1.20063321265105,"PbGEM-015561","PbSTM30",5.81572148961287,1.4594095566965,1.86873788157192,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.02578572905494,"Dispensable",0.904937749917374,1.14663370819252,"PbGEM-015561","PbSTM31",5.61273814920927,1.41106629959389,3.39859594180748,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.03884108490728,"Dispensable",0.914083053711974,1.16359911610259,"PbGEM-015561","PbSTM32",5.54905269732711,1.18374773996468,2.06367337788729,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00051965738347,"Dispensable",0.868198424061021,1.13284089070591,"PbGEM-015561","PbSTM37a",5.43133981510809,1.37552927361741,1.94140190965547,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.06828762821998,"Dispensable",0.957669818291399,1.17890543814856,"PbGEM-015561","PbSTM38",5.78964270664428,1.44381029415064,2.15677503562297,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.997708135923047,"Dispensable",0.947658739557785,1.04775753228831,"PbGEM-015561","PbSTM43",7.37578402897541,1.48441466836241,1.45668618113621,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.998363134387426,"Dispensable",0.938704238593144,1.05802203018171,"PbGEM-015561","PbSTM44",7.02451837787162,1.11526842647423,2.45022184026452,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.995990778356627,"Dispensable",0.945090390552915,1.04689116616034,"PbGEM-015561","PbSTM45",7.34206383416241,0.861898382333943,1.77037043911453,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00060435643178,"Dispensable",0.954050208192649,1.04715850467092,"PbGEM-015561","PbSTM46",7.52057269233351,0.809240802378966,1.69501204003836,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.981263580300054,"Dispensable",0.924405357840345,1.03812180275976,"PbGEM-015561","PbSTM50",7.1206832310168,0.891637543999726,2.4267642376045,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.997462123623904,"Dispensable",0.941267391173134,1.05365685607467,"PbGEM-015561","PbSTM51",7.14415887133845,0.837177641700018,2.55511172149932,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.989698198588501,"Dispensable",0.921087089297759,1.05830930787924,"PbGEM-015561","PbSTM52",6.74489598981571,1.06019732816973,2.39386710613103,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.979831408958915,"Dispensable",0.930931810207444,1.02873100771039,"PbGEM-015561","PbSTM53",7.42226653717262,1.07567118870482,2.22637307547954,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.991648739063158,"Dispensable",0.925388829240737,1.05790864888558,"PbGEM-015561","PbSTM54",6.81463484727367,0.990485145021822,2.23167122581017,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.966742095907843,"Dispensable",0.860973495772438,1.07251069604325,"PbGEM-015561","PbSTM58",5.87929753855377,1.0930658854451,2.63723446627698,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.977579795110463,"Dispensable",0.883766131704536,1.07139345851639,"PbGEM-015561","PbSTM59",6.11918389765935,1.25352278863314,2.33339096404887,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.932877242459839,"Dispensable",0.829973628835889,1.03578085608379,"PbGEM-015561","PbSTM60",5.93421939899211,1.18945899919442,1.55488397385623,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.0085365173318,"Dispensable",0.911441084096296,1.1056319505673,"PbGEM-015561","PbSTM61",6.05041623382211,0.895649316086545,1.37431718524967,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.02335882534823,"Dispensable",0.939574763628675,1.10714288706778,"PbGEM-015561","PbSTM62",6.34531932884132,1.00443968081394,2.87417375870456,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.0102752873608,"Dispensable",0.968359033024904,1.0521915416967,"PbGEM-015561","PbSTM85",7.73045755239136,1.16033026394532,2.4495731982223,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00260748343165,"Dispensable",0.909269099357954,1.09594586750535,"PbGEM-015561","PbSTM86",6.12934206285956,0.991538369281547,2.03806284141448,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.949316416128561,"Dispensable",0.814769614244903,1.08386321801222,"PbGEM-015561","PbSTM87",5.39798070326455,1.38497607481983,1.79901899118658,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.0242068251487,"Dispensable",0.909580548304493,1.1388331019929,"PbGEM-015561","PbSTM88",5.71845077942113,1.40793381018689,3.34444660975187,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.01743927044339,"Dispensable",0.939007957136293,1.09587058375048,"PbGEM-015561","PbSTM89",6.47735841499843,1.19535406609943,2.18287144584575,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.995996498406711,"Dispensable",0.886668962524083,1.10532403428934,"PbGEM-015561","PbSTM90",5.81310833339143,1.6421114751546,3.12026031550487,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.06663987798222,"Dispensable",0.964855003242419,1.16842475272201,"PbGEM-015561","PbSTM91",5.95608188931804,1.04836076403246,1.70225035409005,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",1.00602785262376,"Dispensable",0.947860606051114,1.0641950991964,"PbGEM-015561","stm26",7.07516007377426,1.08607156318335,2.33424582744315,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.995438870535214,"Dispensable",0.950367809632208,1.04050993143822,"PbGEM-015561","stm27",7.58532416822089,0.941684548898343,2.33005420092798,1
"PBANKA_051500","PBANKA_0515000","P25","25 kDa ookinete surface antigen precursor",0.995918099991728,"Dispensable",0.933959998007451,1.05787620197601,"PbGEM-015561","stm28_2r",6.94888815476522,0.867290970536964,2.11008539636037,1
