"GeneId","ProductDescription","log2FoldChange0h","log2FoldChange1h","log2FoldChange2h","log2FoldChange4h","log2FoldChange6h","log2FoldChange8h","log2FoldChange12h","log2FoldChange18h","log2FoldChange24h","log2FoldChange30h","log2FoldChange44h","log2FoldChangeMvsF","Type"
"PBANKA_0102100.1","dihydroorotate dehydrogenase, putative",-0.0420011685469569,0.0877316655742437,-0.0369689257525724,0.112772342385813,-0.146969217411524,0.229117533942301,-0.268044487855929,-0.0100140015049385,0.485333726503596,1.07854935597627,1.93682207043513,-3.82551612071057,"ambigious"
"PBANKA_0102200.1","trophozoite exported protein 1, putative",0.116316711044759,0.0435622774591787,0.0128202898534613,-0.0532625642590574,-0.260449884907093,0.102715073536851,0.0634481827962622,-0.303211837144783,-1.22930063810346,-2.36391555375073,-1.30595218809798,-1.05272473087963,"asexual"
"PBANKA_0102300.1","cation/H+ antiporter",-0.016221343728003,-0.0798880151561187,0.0780734162436147,0.233840955534759,0.403840022689056,0.141223688436975,-0.655322426674542,0.410379608116797,0.579304208364412,2.61677093873519,1.06990980996744,-0.432317957645082,"ambigious"
"PBANKA_0102400.1","conserved Plasmodium protein, unknown function",-0.000867136107665282,-0.0503801247021393,0.290673376826829,0.824034961636041,2.05540396665545,2.8756301690862,3.41564476769146,3.31772732161166,3.01207497139998,4.37043211537998,2.96727838610845,0.856970602161769,"female"
"PBANKA_0102500.1","phenylalanine--tRNA ligase, putative",0.124391780389153,-0.0502514249345411,0.10806649528406,0.189777533316954,0.581650049063059,0.230812325953757,0.287192377614566,0.834586389110729,0.953811090761542,1.14699915931379,0.476882480115521,0.0544539890115769,"ambigious"
"PBANKA_0102600.1","centrosomal protein CEP76, putative",-0.238530581909218,0.00808273138360833,0.168135350860189,-0.107618184825723,0.0736488888319032,0.278090770871593,1.58783566420671,-0.357869298403348,0.183339904722292,1.3007886743328,1.59624270529609,1.1189502514452,"ambigious"
"PBANKA_0102700.1","conserved Plasmodium protein, unknown function",0.00990437152111018,-0.0164207237937388,0.0633707546833795,0.0294400055728289,0.113401869717848,-0.0587120911568179,0.292154573712379,5.94521079381863,7.36274614571019,7.60276034443408,6.39001378284572,2.82848984586531,"male"
"PBANKA_0102800.1","conserved Plasmodium protein, unknown function",0.126232065059099,-0.00709589569844775,-0.00810629195257462,-0.0992106971205913,0.0512139574814503,0.161598295292989,0.287362982450335,-0.359874389037437,-0.573415004510214,-1.50214682537874,-1.08017187028216,1.13013783411611,"ambigious"
"PBANKA_0102900.1","transcription factor with AP2 domain(s), putative",-0.284488224946676,-0.00999422639075224,0.157973726472077,-0.0369017175197756,0.0375938017416299,-0.313057141400571,1.0929704662695,0.917739444107254,2.48494294495204,2.03437849073891,3.32609731448569,-2.63799038472768,"asexual"
"PBANKA_0103000.1","mitochondrial ribosomal protein L41, putative",0.109552642768261,-0.0565864933145241,0.178990483391726,0.177892352234528,0.100467247919144,0.0659427396520938,-0.484023376621566,0.143254338481541,0.302571781507546,0.318200441697993,1.16533422282327,-1.32675510311011,"ambigious"
"PBANKA_0103100.1","conserved Plasmodium protein, unknown function",0.0124630197550965,0.0360924027534753,0.249171280851705,0.154502543216904,0.234218176683428,0.0549884770348508,0.349553213822389,-0.254937601989753,-0.49308173287569,-0.583996642415518,-0.626184022218505,0.672769933299481,"ambigious"
"PBANKA_0103200.1","conserved Plasmodium protein, unknown function",0.296068285144009,-0.0617939862996844,0.137471025453192,0.156716147213961,0.092523020241825,0.671464225675002,0.0555128063332314,2.83624596509288,6.08675376122226,6.23221785740078,6.08409239313562,-4.87934272516628,"female"
"PBANKA_0103300.1","conserved Plasmodium protein, unknown function",0.117817440327646,0.0474610969777431,0.101714334417352,-0.098702576436238,-0.182915275687031,-0.000308013860858436,0.424505458529989,-0.00380092395581392,-0.518254205361426,-1.48083748525268,-1.46886656062086,1.03794676535731,"asexual"
"PBANKA_0103400.1","glyoxalase I, putative",0.142572002036447,-0.0122070794320933,-0.0484810810688537,0.0882327811484856,0.284181287326257,-0.213565018537551,-0.625335832045998,0.0826147218720624,0.933365618118359,1.79590925446484,0.922949881732591,-0.25701558142939,"asexual"
"PBANKA_0103500.1","RAP protein, putative",0.0721557755821642,0.0305575726828338,0.0623649658746877,0.110672324092825,0.31399576330719,0.335595236330727,0.0396841037095506,-0.154773179484608,-0.550910645732472,-0.681797928647611,-0.822696722041078,-0.157165412811665,"ambigious"
"PBANKA_0103700.1","conserved Plasmodium protein, unknown function",0.250454136343868,-0.0187321374137697,0.143071318028477,0.200523796189137,0.238233986563127,-0.434451533686216,-1.05867620314284,0.0331757314277246,0.308010404925702,0.0886953044692166,-0.0197465729088018,-0.39373246103793,"asexual"
"PBANKA_0103800.1","50S ribosomal protein L24, putative",0.199737157184381,-0.0558915048886535,0.130235138768745,0.226745482049163,0.0517031410574214,-0.274471986688498,-0.50577567736226,-0.327532321136012,-0.695992542884789,-1.00723360288096,-1.17583766334736,0.0381415823359347,"asexual"
"PBANKA_0103900.1","RNA-binding protein, putative",0.208632269538372,0.0275296791862961,-0.0518381686282203,0.0439055819650652,-0.453023064674527,0.0484364258049496,-0.356399350584152,-0.456206414159791,-0.288825619246546,0.00906296109794135,-0.504883415843979,0.889676808219699,"ambigious"
"PBANKA_0104000.1","conserved Plasmodium protein, unknown function",0.105899859778952,-0.0692903367947858,0.158322935984844,0.155158195637722,0.211803232587899,-0.154803459297843,-0.719760824017414,1.11434342039631,2.07931340013113,3.0151860763262,2.16317950336791,0.278487520294625,"gametocyte"
"PBANKA_0104100.1","serine/threonine protein kinase, putative",-0.150988815009285,-0.00195498374996016,0.192728410851698,0.128641411511225,0.441081223706001,0.117995955832506,-0.425058964746154,2.48542949505697,3.76270992332885,5.13708235225386,3.81052271707015,2.06260293305122,"male"
"PBANKA_0104200.1","calcium-binding protein, putative",0.110000570404007,0.00475650817978237,0.0148579162593873,0.0593653788697383,-0.060996119008467,0.0429809475322741,0.361303834977316,2.36264715122283,4.47832622660973,4.18326153291776,3.1581409843126,4.33111475805493,"male"
"PBANKA_0104300.1","cyclin dependent kinase binding protein, putative",-0.019535772986742,-0.0359102150932593,0.0650171171651463,-0.017992528497011,0.298179568025213,0.065346970335863,0.360763410240562,-0.472008335764103,-0.727115890770334,-1.08410642670307,-1.40402682928716,1.95131333785616,"ambigious"
"PBANKA_0104400.1","nucleoside diphosphate kinase, putative",-0.103561877347907,0.0239026747608138,0.138871816094355,-0.0846775350982263,0.000135849471652339,0.371425022429074,2.31285617092015,3.49630301530934,4.44716455694443,5.89280036812248,4.71885117921763,3.02992710875934,"male"
"PBANKA_0104500.1","conserved Plasmodium protein, unknown function",-0.171691642383099,-0.0186889830470113,0.0391170057218529,0.0915815011125573,0.268873953542248,0.652715433790601,0.433022817752696,4.43786954299401,7.76795905653381,8.37485181948248,8.70176253785438,-4.97219849594003,"ambigious"
"PBANKA_0104600.1","DNA repair protein RAD50, putative",0.0136997137780685,-0.0309677721092596,-0.380417317056835,-0.386752187736003,-0.0283122034368588,-0.619458731052271,-0.329943129370929,0.330311928531953,-0.150573014393032,0.397516384800251,0.209756775998565,0.950635389391191,"ambigious"
"PBANKA_0104700.1","long chain polyunsaturated fatty acid elongation enzyme, putative",0.106684947530928,-0.0424668222232888,0.015930451417039,0.00908270680051099,0.203087186903832,0.0488432678362307,-0.995641237906985,1.68857396155388,2.52916766465726,4.13129816556777,2.62221721587604,1.56524156757325,"female"
"PBANKA_0104800.1","conserved Plasmodium protein, unknown function",0.0706615567514443,0.0920504539212542,0.0707560259695345,-0.0356960081998327,-0.140346326228334,0.216099694044326,0.371858423765779,-0.097332136706374,-0.337154314659693,-1.05778861990323,-1.08614641020945,0.864825590769038,"asexual"
"PBANKA_0104900.1","RNA-binding protein, putative",0.0966866968678215,0.0190727214727311,-0.0344585126391036,-0.0164490220164698,-0.320247198333548,-0.257982953630927,-0.116758142893499,-0.220473933880335,-0.258513318084504,-0.587421204513571,-0.512936115689191,-0.804222595843823,"asexual"
"PBANKA_0105000.1","ubiquitin-conjugating enzyme E2, putative",0.0429476040542303,-0.0166776930868681,-0.0161979131990812,0.175972527584467,-0.194172929976828,-0.211616401609373,-0.948066165029499,0.762902215180817,1.96142190027843,2.30818209538077,1.47116186656364,-0.213293042087109,"asexual"
"PBANKA_0105100.1","conserved Plasmodium protein, unknown function",-0.102341791953462,-0.0514674044704698,0.11226843740554,-0.0599397561988415,-0.027943883541014,0.833065963119468,0.0745955559643132,3.70036418856624,7.24735382641146,6.63859998245563,7.23406447608661,-5.02252884185564,"female"
"PBANKA_0105200.1","polypyrimidine tract-binding protein, putative",-0.00649792240969705,0.0204835537957291,0.0447791475078171,-0.0216236671115587,-0.228407575159352,-0.233661546704134,-0.309121300203737,-0.81771087014986,-2.28985403343068,-1.95770043237063,-2.09350556127594,1.05437124044082,"asexual"
"PBANKA_0105300.1","conserved Plasmodium protein, unknown function",0.086399334569667,0.036111307592618,0.149656983383848,-0.0880472402112753,0.0433212538685123,0.32013906414318,0.620165848314948,0.151118727599869,-0.65561712202791,-1.77155773863625,-1.2482927523789,-0.646529830078311,"asexual"
"PBANKA_0105400.1","coatomer alpha subunit, putative",-0.00215251587960833,-0.0101648166658997,0.0430943584449994,-0.00305944428994587,0.195284142971625,-0.0250066738235513,-0.0176341803892631,-0.989125039795848,-1.88260171132095,-1.9248870533871,-1.67606864596905,0.369061166835635,"ambigious"
"PBANKA_0105500.1","glutaredoxin-like protein",0.150049968755125,-0.00862623758161847,-0.147729919412812,0.123557458647036,-0.259741168478133,-0.40161159277776,-1.07280645379004,-0.529093730512045,-0.789122313842472,-0.847329812401989,-1.00609690785782,-0.490363648181905,"ambigious"
"PBANKA_0105600.1","translation initiation factor IF-2, putative",-0.00528723141686835,0.0721521611495115,-0.302154173138212,-0.0941872701927914,-0.530311153334461,-0.306381105552306,-0.391923881423876,-0.281091440413755,-1.39290588756605,-1.6557812305228,-1.79068969876208,-0.0205291297445226,"ambigious"
"PBANKA_0105700.1","MYND finger protein, putative",0.0583962735907703,-0.0351188274158477,0.125523056480488,0.359848740878222,0.932223712913391,0.968760519052455,1.3916961001894,4.68473963900105,4.63213495972154,4.24631762067008,4.31426912685858,0.57110710475586,"gametocyte"
"PBANKA_0105800.1","RING zinc finger protein, putative",-0.0246248473475421,-0.0443147014021817,0.104148732342102,-0.0724451252326928,0.205849660043115,-0.0765914423278252,0.424141861468338,0.620232405138003,1.04246679569119,2.22863234573972,1.88964199038537,-1.3588468899132,"ambigious"
"PBANKA_0105900.1","uroporphyrinogen III decarboxylase",-0.015974352126637,-0.0234952788549856,0.123373412755508,-0.0287981835561771,-0.0645433835397947,-0.493449963567096,-0.7026926216752,-0.179850581934689,0.386158343864444,2.80721743229574,2.04922733584053,-1.51774138946069,"ambigious"
"PBANKA_0106000.1","G-protein associated signal transduction protein, putative",-0.12823452306432,-0.000819710548385895,0.00781667376795024,0.0742015791544567,0.161351049772443,-0.0633568755035718,-0.286741919619457,0.335513756412485,0.647717046438346,1.49527222128102,0.491925709278435,0.902564444773273,"ambigious"
"PBANKA_0106100.1","4-hydroxybenzoate polyprenyltransferase, putative",0.168242813414808,0.0057451054145499,0.00584174824037503,0.0708312057005366,0.256162225175027,0.191071305233631,0.233540217409466,0.459838025728512,1.11262777718486,1.2561059024367,0.709827039921444,0.129948590016223,"asexual"
"PBANKA_0106200.1","spindle assembly abnormal protein 6",-0.135905897374723,-0.028408617007739,0.163850073291784,-0.369352552554448,-0.357255319200936,0.504967525245447,1.4296806792473,4.04878461314972,5.27166392765291,6.44361267948841,5.11065395146191,3.53382133766562,"male"
"PBANKA_0106300.1","conserved Plasmodium protein, unknown function",-0.202306312478543,0.00182518382724495,0.199030196381509,-0.135790638663251,0.0828952956771365,0.59840433052054,2.15714766853426,1.99542177103898,3.52560975122938,4.21068939524644,5.19717277617275,-3.1140160260761,"asexual"
"PBANKA_0106400.1","GTP-binding protein, putative",0.0735638543504934,0.00706226093239285,0.0227171189797856,0.0552687542456101,0.0135798290185983,0.0302322990769813,0.200962119893664,-0.0994797071855486,-1.31570800537275,-1.95181685047003,-1.40435445746988,-0.192183675654674,"asexual"
"PBANKA_0106500.1","conserved Plasmodium protein, unknown function",0.163289490621025,-0.0231684464938204,-0.0808225523091205,-0.0803046847094118,0.0291240916985978,0.19157847247482,0.378670160896325,-0.649268297879985,-2.07215583741183,-2.6015613608262,-2.32134884790394,0.80851093456668,"ambigious"
"PBANKA_0106600.1","diphthine methyltransferase, putative",0.0642870666205611,-0.0379505701778821,-0.0278179667328019,0.0771104692818407,-0.187292084095937,-0.538960547945097,-0.639956465887605,-0.839905156999713,-1.3093214694842,-1.28172018186472,-0.898923660445512,-0.1834948541869,"ambigious"
"PBANKA_0106700.1","conserved Plasmodium protein, unknown function",0.0237695325293982,-0.0381996336104032,-0.158602537601404,-0.324370658685135,-0.134194052611574,-0.246705448473542,-0.00841590182656192,-0.600060938666828,-2.83400044523314,-2.8457458645349,-2.35093740376182,-0.898376168050451,"ambigious"
"PBANKA_0106800.1","conserved Plasmodium protein, unknown function",0.205481411708693,-0.0647064949892132,0.106148563810697,0.0879023175405503,-0.149496554563023,-0.153095980715605,-1.22254382646313,0.146212065714853,0.920238219419652,0.400461513222964,1.20715549317622,1.22559812731775,"asexual"
"PBANKA_0106900.1","conserved Plasmodium protein, unknown function",0.0440340399666603,0.0373501014707656,-0.0699894238999111,-0.0476148310127357,0.00965437243191982,-0.315328116198518,-0.196733690256282,-0.530495264958924,-0.749170851848251,-1.1667499601628,-0.0746571872783415,-0.935864561527432,"asexual"
"PBANKA_0106950.1","sorting assembly machinery 50 kDa subunit, putative",0.0835563096621618,-0.035871935746152,-0.0567977760369825,0.0368127940739168,0.0419972161869319,-0.18173723940702,-0.384352421554946,-0.926154788514945,-1.74820784324809,-1.9253226803768,-1.67739037783213,1.06269218015793,"ambigious"
"PBANKA_0107000.1","conserved Plasmodium protein, unknown function",0.204863468607654,-0.0644522669433378,0.0940250427379866,0.0951745616896414,0.145791167970824,-0.255087802095426,-0.901683874678274,0.508298235426232,1.47529512221593,2.60359574333113,1.50522491900754,-0.613617076921482,"asexual"
"PBANKA_0107100.1","proteasome subunit alpha type-2, putative",0.17979041001892,-0.0303167879948368,0.0769027927915152,0.129103220320159,0.137108307637077,-0.437060519698811,-1.04424747011083,-0.427560448890688,-0.497966400734452,-0.152997764136963,-0.967263055254113,0.8838458965839,"asexual"
"PBANKA_0107200.1","conserved Plasmodium protein, unknown function",0.144316180526198,-0.0982225793174386,0.161155829756806,0.126881797022122,0.0499872691579296,0.280649283513904,-0.0533278072927997,4.00900218810533,6.33282497822064,7.24410564191963,5.21828886089108,1.75811715886765,"female"
"PBANKA_0107300.1","T-complex protein 1 subunit zeta, putative",0.147173150186332,-0.0558039282097715,0.0601457452769154,0.168610073619473,0.319498167102749,0.0606003452468319,0.0580846411177752,0.129750184874326,-0.00223454165504969,-0.470719603361892,-1.09827238901303,1.26386358893905,"asexual"
"PBANKA_0107400.1","ornithine aminotransferase, putative",-0.000635257529766903,-0.0666189568793618,-0.0610700022386998,0.0532403099973998,0.161717406453439,-0.618778155214914,-0.914216722854121,-0.375054916301796,-0.00980801407650731,0.417109094439764,-0.325004949871048,-0.0774758887567538,"ambigious"
"PBANKA_0107500.1","conserved Plasmodium protein, unknown function",0.0262921231795152,0.0106075774115873,0.0966476466581081,-0.0331534905603303,0.175392020350793,0.0343793206051925,0.210441890507415,-0.296956666688756,-0.275317049571834,-0.0569563436433678,-0.119299204464283,-0.375663241965936,"asexual"
"PBANKA_0107600.1","conserved Plasmodium protein, unknown function",-0.00823046106958422,0.00758885165333574,0.164785334222878,-0.104038732678225,-0.037297950736823,0.205799766194008,0.716476987586934,-0.61451430680164,-1.17833370295434,-3.09384171749712,-2.24390459033968,0.895085983765416,"asexual"
"PBANKA_0107700.1","zinc transporter ZIP1",0.0494030687687388,0.047744807158567,-0.107475053563399,0.109802170610754,-0.391815117149074,-0.186639228640417,-1.13908058385143,-0.188886764765771,-0.916360781741782,-0.790590858632726,-0.523426309648262,-2.34210438332563,"asexual"
"PBANKA_0107800.1","citrate synthase-like protein, putative",-0.16871585968277,-0.00917609538221457,-0.0572067596554819,0.0791309024372157,-0.331842390677848,0.024727918179562,-0.581792829608102,0.00447557087118793,0.201360378756802,-0.144718171307486,0.627150810693327,-3.27212053038644,"asexual"
"PBANKA_0107900.1","conserved Plasmodium protein, unknown function",-0.190568151306873,0.00586243268459372,0.0915826529559594,-0.145959211236135,-0.033146357378919,-0.0380282659439952,0.247572833551199,0.0251436873986345,0.222467051725608,0.596601968657001,0.966928186909269,-0.738106797281012,"asexual"
"PBANKA_0108000.1","mitochondrial cardiolipin synthase, putative",0.00871368587275012,-0.0220337285484954,0.0162549668176018,0.113241590548838,0.214063842127023,0.225447617752014,0.0646737842264847,0.174380337969733,0.250022130035515,0.423074355891376,0.120127874493316,0.730041278744354,"ambigious"
"PBANKA_0108100.1","conserved Plasmodium protein, unknown function",-0.0800051201427671,0.0253983812546303,0.095932121778201,0.136740356646433,0.492644720271475,0.709602970305775,0.503836640611589,3.69218359238626,4.85782929145293,5.59511384834169,4.44382672088292,0.760605369309029,"female"
