"GeneId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ProductDescription"
"PBANKA_0006800.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006900.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007000.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007100.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007200.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007300.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007401.1",1.39771115601168,-0.117196294388223,0.410482782042513,-0.285508429379347,0.775254647333502,NA,"PIR protein"
"PBANKA_0007501.1",0.153247942088275,-0.132698361486566,0.304649587972339,-0.435577025952238,0.663143642365593,NA,"fam-a protein"
"PBANKA_0007601.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0007701.1",0.842303143318776,-0.139870106448856,0.305311727292141,-0.458122285997289,0.646864588599932,NA,"PIR protein, pseudogene"
"PBANKA_0007801.1",0,NA,NA,NA,NA,NA,"fam-b protein"
"PBANKA_0007901.1",2.06903786289628,-0.0367571736416997,0.469347992332558,-0.0783153954894416,0.937577171246172,0.979627909799311,"PIR protein"
"PBANKA_0008001.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0008101.1",5.4700139346902,-0.307838734326318,0.585214672310708,-0.526027027160518,0.598869428600732,0.83340449030052,"fam-a protein"
"PBANKA_0008201.1",1.51615586362111,-0.0246650596974249,0.40774301237048,-0.0604916796833147,0.951764042366935,NA,"PIR protein"
"PBANKA_0008301.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008601.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008801.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008901.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0009101.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0100021.1",100.30334896286,-0.892012970126597,0.511437189946533,-1.74413004697576,0.0811364157450513,0.318800671358862,"fam-b protein"
"PBANKA_0100041.1",6.21226304418266,0.477481152819605,0.588442043977981,0.811432761656085,0.417117191395566,0.720945066436191,"conserved rodent malaria protein, unknown function"
"PBANKA_0100061.1",181.417081142652,-0.442185705436107,0.464662723777936,-0.951627240164479,0.341286061539946,0.660600352734029,"fam-c protein"
"PBANKA_0100081.1",22.3233794057924,-0.716672781006693,0.617470337631395,-1.16065944763571,0.245780419446244,0.558412234790725,"PIR protein, pseudogene"
"PBANKA_0100100.1",48.6988184784466,-0.512434701607731,0.568114689203827,-0.901991642437326,0.367061307392535,0.684118346109101,"fam-a protein"
"PBANKA_0100200.1",1513.40176961736,-0.511614282675096,0.393285709619021,-1.30087178395244,0.193302345681881,0.502886568740271,"Plasmodium exported protein, unknown function"
"PBANKA_0100300.1",56.7765818672795,-0.279303147444766,0.540949949843317,-0.516319758465019,0.605631098525104,0.836461098114129,"lysophospholipase, putative, pseudogene"
"PBANKA_0100400.1",147.927163800592,0.410221737850652,0.516318910647776,0.794512324439147,0.426897237041363,0.728817078267488,"reticulocyte binding protein, putative"
"PBANKA_0100500.1",1203.87136414978,-0.649651193778334,0.390541389734656,-1.66346310750757,0.0962197698034664,0.345826058778315,"PIR protein"
"PBANKA_0100600.1",961.012367996872,-0.669116620576196,0.42264594750352,-1.58316109388609,0.113384751644187,0.377676561279833,"schizont membrane associated cytoadherence protein"
"PBANKA_0100700.1",8544.12723488856,-0.522588596646175,0.40248639943744,-1.29840063509376,0.194149701018627,0.503338167476439,"Plasmodium exported protein, unknown function"
"PBANKA_0100800.1",1369.69659583586,1.25558018618913,0.416266278131004,3.01629089876453,0.00255887639481554,0.0513924735134753,"conserved Plasmodium protein, unknown function"
"PBANKA_0100900.1",3215.43035260615,0.479906595879265,0.411541377033699,1.16611991566517,0.243565965568936,0.557190985039596,"ATP-dependent RNA helicase, putative"
"PBANKA_0101000.1",1495.70094920081,-0.65805683036934,0.408890001896457,-1.60937373698851,0.107534644421131,0.369057723607997,"MYND finger protein, putative"
"PBANKA_0101100.1",73.2401448700619,-0.221046407709217,0.518389597854665,-0.426409805721429,0.669809257462394,0.86992040396241,"liver merozoite formation protein"
"PBANKA_0101200.1",1014.9450258882,-0.361047580360937,0.397260599253189,-0.90884316501478,0.363432917990126,0.679931230974886,"elongation factor G, putative"
"PBANKA_0101300.1",596.009017224029,-0.606347779746001,0.40650765037129,-1.49160238237136,0.135803413292206,0.417811849350593,"geranylgeranyltransferase, putative"
"PBANKA_0101400.1",2687.29539708552,0.13258773510366,0.430864746431527,0.30772472382985,0.758291805134166,0.919471365766316,"conserved Plasmodium protein, unknown function"
"PBANKA_0101500.1",629.044655039103,0.301636488233301,0.401778602209989,0.750752993250874,0.452801323922906,0.745696176132355,"conserved Plasmodium protein, unknown function"
"PBANKA_0101600.1",721.096528473557,0.370669907189732,0.451380068658753,0.82119245604077,0.411536652921712,0.716980484469627,"conserved Plasmodium protein, unknown function"
"PBANKA_0101700.1",1237.99059677038,-0.0423125566690103,0.42847751228478,-0.0987509389778384,0.921336023030737,0.977055626249374,"conserved Plasmodium protein, unknown function"
"PBANKA_0101800.1",1321.20411029291,-0.0775723319747537,0.410431344319256,-0.18900196841305,0.85009127402599,0.955626477115459,"conserved Plasmodium protein, unknown function"
"PBANKA_0101900.1",719.888989568279,-0.00561296675424111,0.417732441360785,-0.0134367508924052,0.989279346512241,0.995026361946707,"RNA-binding protein, putative"
"PBANKA_0102000.1",821.953975789211,0.16444771035368,0.399044968199329,0.412103205049151,0.680263779605215,0.877445039632946,"mitochondrial chaperone BCS1, putative"
"PBANKA_0102100.1",545.221272494799,-0.268044487855929,0.410856735034301,-0.652403782144526,0.514140725113757,0.786417645937008,"dihydroorotate dehydrogenase, putative"
"PBANKA_0102200.1",3626.43616904555,0.0634481827962622,0.448590131420845,0.14143909629777,0.887523070318776,0.969353966390915,"trophozoite exported protein 1, putative"
"PBANKA_0102300.1",230.908652144779,-0.655322426674542,0.48172719465823,-1.36036004182714,0.173716016701379,0.476849512069148,"cation/H+ antiporter"
"PBANKA_0102400.1",1247.34353476245,3.41564476769146,0.432633896821866,7.89500035199004,2.90314418623339e-15,1.32515335991617e-12,"conserved Plasmodium protein, unknown function"
"PBANKA_0102500.1",998.303491757836,0.287192377614566,0.405659548884181,0.70796405114714,0.47896758202033,0.763610647696257,"phenylalanine--tRNA ligase, putative"
"PBANKA_0102600.1",272.360986300432,1.58783566420671,0.446286077642834,3.55788751599253,0.000373849332784293,0.0112401047898799,"centrosomal protein CEP76, putative"
"PBANKA_0102700.1",49.4770551496217,0.292154573712379,0.577893672113487,0.50555074023203,0.613172069811834,0.842105296095519,"conserved Plasmodium protein, unknown function"
"PBANKA_0102800.1",4011.16005517944,0.287362982450335,0.398723150083782,0.720708046146687,0.471089160899683,0.760943797618192,"conserved Plasmodium protein, unknown function"
"PBANKA_0102900.1",184.292713706797,1.0929704662695,0.465114053326569,2.34989774755763,0.018778568938501,0.156837670816935,"transcription factor with AP2 domain(s), putative"
"PBANKA_0103000.1",172.703135938533,-0.484023376621566,0.527425846924562,-0.917708867405576,0.358771304031018,0.676780935763483,"mitochondrial ribosomal protein L41, putative"
"PBANKA_0103100.1",1320.29061038728,0.349553213822389,0.402682666409542,0.868061237746156,0.385360809574399,0.696757877159905,"conserved Plasmodium protein, unknown function"
"PBANKA_0103200.1",80.6869627585005,0.0555128063332314,0.52874491013355,0.104989769677802,0.916383926468457,0.97604690151885,"conserved Plasmodium protein, unknown function"
"PBANKA_0103300.1",18845.6320542832,0.424505458529989,0.473606852114058,0.896324570970853,0.370079439790281,0.686470260877908,"conserved Plasmodium protein, unknown function"
"PBANKA_0103400.1",431.763674179452,-0.625335832045998,0.430258193609074,-1.45339668444331,0.146113646516473,0.43453538735337,"glyoxalase I, putative"
"PBANKA_0103500.1",483.060667839655,0.0396841037095506,0.420957656319654,0.0942710106676776,0.924893877474628,0.978073327464218,"RAP protein, putative"
"PBANKA_0103700.1",387.838669671974,-1.05867620314284,0.502006283864113,-2.10889034096117,0.0349540481370523,0.208933661543023,"conserved Plasmodium protein, unknown function"
"PBANKA_0103800.1",1136.80692277909,-0.50577567736226,0.400770351560377,-1.26200871744392,0.206945649564622,0.516952291773117,"50S ribosomal protein L24, putative"
"PBANKA_0103900.1",1682.39000882243,-0.356399350584152,0.421455285523372,-0.845639769688895,0.397753732549535,0.706195718221787,"RNA-binding protein, putative"
"PBANKA_0104000.1",630.536935472141,-0.719760824017414,0.467602326771762,-1.5392584313823,0.123741217775689,0.395987670141323,"conserved Plasmodium protein, unknown function"
"PBANKA_0104100.1",218.163579494098,-0.425058964746154,0.514386552577196,-0.826341518098616,0.408610387993767,0.715353123471653,"serine/threonine protein kinase, putative"
"PBANKA_0104200.1",73.8737884593496,0.361303834977316,0.52837077604596,0.683807377995274,0.494096807060583,0.773257134323011,"calcium-binding protein, putative"
"PBANKA_0104300.1",513.408999692625,0.360763410240562,0.410053568408995,0.879795807265674,0.378969936401669,0.691930200244648,"cyclin dependent kinase binding protein, putative"
"PBANKA_0104400.1",180.44819106947,2.31285617092015,0.531242881193043,4.35366995549388,1.33877215629784e-05,0.000715103723060793,"nucleoside diphosphate kinase, putative"
"PBANKA_0104500.1",18.9305575209775,0.433022817752696,0.629560964129977,0.687817133565631,0.491567945180212,0.771141837687129,"conserved Plasmodium protein, unknown function"
"PBANKA_0104600.1",3396.2447605754,-0.329943129370929,0.518827014871646,-0.635940534924834,0.524815181252665,0.793683926452251,"DNA repair protein RAD50, putative"
"PBANKA_0104700.1",500.679697305228,-0.995641237906985,0.50759367417213,-1.96149260435691,0.0498215868855827,0.244103139697976,"long chain polyunsaturated fatty acid elongation enzyme, putative"
"PBANKA_0104800.1",2713.11618437633,0.371858423765779,0.406716275561025,0.914294426139789,0.360562158617595,0.677930588239938,"conserved Plasmodium protein, unknown function"
"PBANKA_0104900.1",3518.04813943116,-0.116758142893499,0.413779224200706,-0.282174976568821,0.777809344810473,0.925904103870616,"RNA-binding protein, putative"
"PBANKA_0105000.1",318.638055971215,-0.948066165029499,0.482981616080986,-1.96294462038184,0.0496526092811215,0.244103139697976,"ubiquitin-conjugating enzyme E2, putative"
"PBANKA_0105100.1",19.8126184969522,0.0745955559643132,0.625491404046952,0.119259122478226,0.905070067846373,0.973634837528039,"conserved Plasmodium protein, unknown function"
"PBANKA_0105200.1",1457.13752312068,-0.309121300203737,0.409088369182504,-0.755634536424161,0.44986834328665,0.74448361598935,"polypyrimidine tract-binding protein, putative"
"PBANKA_0105300.1",6784.41854521196,0.620165848314948,0.408840616108287,1.51688903665748,0.129294702061421,0.405017255008204,"conserved Plasmodium protein, unknown function"
"PBANKA_0105400.1",4077.39398646437,-0.0176341803892631,0.406968145991276,-0.0433306158306581,0.965437986230528,0.985986657472409,"coatomer alpha subunit, putative"
"PBANKA_0105500.1",1503.23564921088,-1.07280645379004,0.451501576107979,-2.37608573382582,0.0174973967847747,0.151880938208086,"glutaredoxin-like protein"
"PBANKA_0105600.1",5212.55195064265,-0.391923881423876,0.555445310259322,-0.705603007505632,0.480435053436635,0.763610647696257,"translation initiation factor IF-2, putative"
"PBANKA_0105700.1",113.752813601188,1.3916961001894,0.562510996692429,2.47407803291418,0.013358051660847,0.133341505743763,"MYND finger protein, putative"
"PBANKA_0105800.1",549.944499244739,0.424141861468338,0.410156597435466,1.03409737675882,0.301090642501489,0.621208308580222,"RING zinc finger protein, putative"
"PBANKA_0105900.1",228.848948161916,-0.7026926216752,0.437279375872112,-1.60696493008331,0.108062061455414,0.369856585254012,"uroporphyrinogen III decarboxylase"
"PBANKA_0106000.1",777.947208476091,-0.286741919619457,0.408918532781554,-0.70122016155388,0.483165629470685,0.765690150698946,"G-protein associated signal transduction protein, putative"
"PBANKA_0106100.1",820.224481544933,0.233540217409466,0.402305336523913,0.580504895677875,0.561574186267321,0.816583837025258,"4-hydroxybenzoate polyprenyltransferase, putative"
"PBANKA_0106200.1",97.4294366501409,1.4296806792473,0.539675129102276,2.64915057624669,0.00806943696209514,0.106031067011561,"spindle assembly abnormal protein 6"
"PBANKA_0106300.1",833.810450965023,2.15714766853426,0.458143592802863,4.70845320642184,2.49603648980806e-06,0.000164902621254293,"conserved Plasmodium protein, unknown function"
"PBANKA_0106400.1",1272.00100221855,0.200962119893664,0.388409828108936,0.517397103137413,0.604878981485806,0.835861917056411,"GTP-binding protein, putative"
"PBANKA_0106500.1",2711.14183542642,0.378670160896325,0.423693445903643,0.89373617778936,0.371463063862577,0.68690739816323,"conserved Plasmodium protein, unknown function"
"PBANKA_0106600.1",546.977723580725,-0.639956465887605,0.432314495831346,-1.48030304803211,0.138792390189218,0.423861044249145,"diphthine methyltransferase, putative"
"PBANKA_0106700.1",2856.05000811144,-0.00841590182656192,0.4906840398627,-0.0171513665472323,0.986315860347715,0.994835663882258,"conserved Plasmodium protein, unknown function"
"PBANKA_0106800.1",243.576796723572,-1.22254382646313,0.518167876364081,-2.35935858286231,0.0183065568230853,0.154860228458137,"conserved Plasmodium protein, unknown function"
"PBANKA_0106900.1",4030.37868971503,-0.196733690256282,0.41896397942002,-0.469571848464453,0.638660941478518,0.854021918780497,"conserved Plasmodium protein, unknown function"
"PBANKA_0106950.1",567.683394047564,-0.384352421554946,0.413293879046943,-0.92997366048891,0.35238472223161,0.67096082302803,"sorting assembly machinery 50 kDa subunit, putative"
"PBANKA_0107000.1",487.212580349368,-0.901683874678274,0.469254156249032,-1.92152560114939,0.0546654779905179,0.256426091925302,"conserved Plasmodium protein, unknown function"
"PBANKA_0107100.1",2887.99069148362,-1.04424747011083,0.458711996489549,-2.27647734984543,0.022817454756182,0.170806614992143,"proteasome subunit alpha type-2, putative"
"PBANKA_0107200.1",54.3466989578232,-0.0533278072927997,0.554754332699711,-0.0961286900334424,0.923418365464515,0.977469597737941,"conserved Plasmodium protein, unknown function"
"PBANKA_0107300.1",9946.75684972083,0.0580846411177752,0.378451580017956,0.153479716255959,0.878019984870733,0.967633525907803,"T-complex protein 1 subunit zeta, putative"
"PBANKA_0107400.1",2759.95358458702,-0.914216722854121,0.408942603814997,-2.23556243425228,0.0253804476254396,0.177720966749947,"ornithine aminotransferase, putative"
"PBANKA_0107500.1",1503.58481298292,0.210441890507415,0.393910544366091,0.534237769253101,0.593177041098989,0.831462292021517,"conserved Plasmodium protein, unknown function"
"PBANKA_0107600.1",22091.3777035171,0.716476987586934,0.390260961055059,1.83589202888744,0.0663736268364591,0.284110810184025,"conserved Plasmodium protein, unknown function"
"PBANKA_0107700.1",1325.01980134173,-1.13908058385143,0.451149116294705,-2.52484276863206,0.0115750063817149,0.125525069206459,"zinc transporter ZIP1"
"PBANKA_0107800.1",249.381235219255,-0.581792829608102,0.451431553736464,-1.28877307045254,0.197476990742988,0.506659157138754,"citrate synthase-like protein, putative"
"PBANKA_0107900.1",841.496931924908,0.247572833551199,0.455737617941455,0.543235457870416,0.58696769614585,0.826991452167189,"conserved Plasmodium protein, unknown function"
"PBANKA_0108000.1",792.677779785658,0.0646737842264847,0.397156920654559,0.162841891612754,0.870642923728667,0.964066310294469,"mitochondrial cardiolipin synthase, putative"
"PBANKA_0108100.1",130.985102349463,0.503836640611589,0.492895544451427,1.02219759598829,0.306687388373703,0.627259144401861,"conserved Plasmodium protein, unknown function"
"PBANKA_0108200.1",2149.80520007059,0.155615503044248,0.465551491032059,0.334260562025635,0.73818294749135,0.909103894862416,"conserved Plasmodium protein, unknown function"
"PBANKA_0108300.1",16.6644855041767,0.397367418987161,0.633903045410378,0.626858352967704,0.53075208901505,0.796683479505102,"palmitoyltransferase DHHC2"
"PBANKA_0108400.1",3764.10277091676,0.202717488710623,0.393723973535666,0.514872099075419,0.606642398938276,0.837168620461343,"conserved Plasmodium protein, unknown function"
"PBANKA_0108500.1",831.676057518436,-0.175440731047328,0.396793872768191,-0.442145766574933,0.658383728077937,0.862893421738273,"mitochondrial ribosomal protein L19 precursor, putative"
"PBANKA_0108600.1",1318.75818942166,-0.378485341967915,0.476287392784052,-0.794657485589839,0.426812769226655,0.728817078267488,"pre-mRNA-splicing factor SLU7, putative"
"PBANKA_0108700.1",4177.628222835,-0.222092495663232,0.513727565794859,-0.432315706710427,0.665511973044616,0.866843680672599,"RNA-binding protein 25, putative"
"PBANKA_0108800.1",181.37632706454,-0.703446387951224,0.555381292073393,-1.26660079839035,0.205298066838414,0.514628853517563,"histone H3, putative"
"PBANKA_0108900.1",535.518076728985,-1.13877204890772,0.459895895204872,-2.47615180039914,0.0132807098334794,0.133174733154691,"peptidyl-tRNA hydrolase PTRHD1, putative"
"PBANKA_0109000.1",785.144571296906,-0.158253070290412,0.402975826967191,-0.392711075206246,0.694532889707643,0.882683696454777,"conserved Plasmodium protein, unknown function"
"PBANKA_0109100.1",4882.95168982672,-0.135327592705442,0.408031854169241,-0.331659382282716,0.740146474429803,0.910431550284687,"transketolase, putative"
"PBANKA_0109200.1",4897.71001038094,0.13106428762408,0.478357896276498,0.273987925451371,0.784093900827789,0.929179956586342,"transcription elongation factor SPT5, putative"
"PBANKA_0109300.1",311.597194880228,-0.451266301954407,0.428376009259202,-1.053435048183,0.292141648101366,0.613228768861606,"SNARE associated Golgi protein, putative"
"PBANKA_0109400.1",458.082538783786,-0.532118152042454,0.467161184065738,-1.13904615835458,0.254683902488352,0.568593985946651,"succinate dehydrogenase subunit 3, putative"
"PBANKA_0109500.1",1623.80456307076,-0.177272696531363,0.388776223034542,-0.455976178655381,0.648407108160251,0.857273848378261,"transcription factor with AP2 domain(s), putative"
"PBANKA_0109600.1",770.510435142829,-0.827749727305509,0.43159951277956,-1.91786529594227,0.0551280936737694,0.256770091220776,"conserved Apicomplexan protein, unknown function"
"PBANKA_0109700.1",2972.49109675796,0.70158201033701,0.412716284631683,1.69991356401921,0.0891471851601338,0.332299938150729,"SWIB/MDM2 domain-containing protein, putative"
"PBANKA_0109800.1",38.8153801763997,1.67360855844048,0.600240258078041,2.7882311056565,0.00529967224236084,0.0834464503728538,"conserved Plasmodium protein, unknown function"
"PBANKA_0109900.1",234.277717801209,0.654533073344488,0.486719826934863,1.34478407725125,0.178694973732423,0.484202624452506,"conserved Plasmodium protein, unknown function"
"PBANKA_0110000.1",2430.56744181568,-1.15477948734256,0.470375132830482,-2.455018147736,0.0140877476221953,0.137242681430701,"60S ribosomal protein L39, putative"
"PBANKA_0110100.1",3625.17258432135,0.703763525711181,0.403408959618274,1.74454113854367,0.081064774474353,0.318800671358862,"conserved Plasmodium protein, unknown function"
"PBANKA_0110200.1",792.965168079365,-0.696934021308559,0.432322060742089,-1.6120713805635,0.106946407689867,0.36829760837505,"lsm12, putative"
"PBANKA_0110300.1",38.9072289950104,0.141081579492996,0.621999967944076,0.226819271324594,0.820564277865881,0.942588249637289,"conserved Plasmodium protein, unknown function"
"PBANKA_0110400.1",3632.28381031452,-0.375719164380968,0.381510502437188,-0.984819977381428,0.324712505918453,0.645110697092314,"eukaryotic translation initiation factor 3 subunit L, putative"
"PBANKA_0110500.1",1266.05073399581,0.377380855677339,0.494812764216565,0.762674051617979,0.445657809395067,0.740943000322063,"leucine-rich repeat protein"
"PBANKA_0110600.1",57.4985330393093,-0.011642372180267,0.542158837173674,-0.0214740983305922,0.982867465235636,0.992881218180436,"conserved protein, unknown function"
"PBANKA_0110700.1",119.729840327639,-0.104132330216403,0.485072536646021,-0.214673728874477,0.830021706369459,0.948480664119672,"conserved Plasmodium protein, unknown function"
"PBANKA_0110800.1",38.8780493099967,0.785149232275155,0.588545409153193,1.33405038942507,0.182187343028371,0.488781820022707,"conserved Plasmodium protein, unknown function"
"PBANKA_0110900.1",616.888889005549,-0.0309442456908651,0.420254570979069,-0.0736321454369292,0.941303092197147,0.980782710035931,"cytoplasmic tRNA 2-thiolation protein 1, putative"
"PBANKA_0111000.1",13.0669426005987,0.655660679058439,0.632542415610718,1.03654816321748,0.2999464821816,0.620941266269757,"6-cysteine protein"
"PBANKA_0111100.1",356.749874003431,-0.495598361519058,0.423194029713976,-1.17109015421134,0.24156254100942,0.555350512091712,"6-cysteine protein"
"PBANKA_0111200.1",2631.92519805736,0.0826561531999604,0.429610323143961,0.192397967988918,0.847430483978795,0.954452323924973,"nucleolar GTP-binding protein 1, putative"
"PBANKA_0111300.1",77.4114704363541,-0.561774923612895,0.524483878735872,-1.07110045968792,0.284124261553731,0.603702644996821,"conserved Plasmodium protein, unknown function"
"PBANKA_0111300.2",105.8179361234,-1.05043749753753,0.504616730927993,-2.08165412115006,0.0373740740883828,0.215310114640427,"conserved Plasmodium protein, unknown function"
"PBANKA_0111400.1",399.672056976802,-0.895190353637766,0.496433090478921,-1.80324472885995,0.0713497886728954,0.294672302953088,"conserved Plasmodium protein, unknown function"
"PBANKA_0111500.1",96.5229857431056,-1.12306740409583,0.519269976637704,-2.16278131727881,0.0305580032147071,0.195323499512096,"conserved Plasmodium protein, unknown function"
"PBANKA_0111600.1",94.3993502251171,0.987614074409248,0.51564050583352,1.91531515316624,0.0554523242619232,0.257401529411212,"rhoptry protein ROP14, putative"
"PBANKA_0111700.1",438.627522819327,-0.473509323655042,0.45738844132811,-1.03524549566693,0.300554276744509,0.620941266269757,"apicoplast ribosomal protein L18 precursor, putative"
"PBANKA_0111800.1",2370.71367634632,0.0406672002041819,0.389552773135941,0.104394585300489,0.916856219509272,0.97604690151885,"AP-3 complex subunit beta, putative"
"PBANKA_0111900.1",425.643433862295,-0.258840956786891,0.451030064173822,-0.573888477392354,0.566043270878036,0.819049931722945,"conserved Plasmodium protein, unknown function"
"PBANKA_0112000.1",1405.94661998272,0.057256881161596,0.412400223515855,0.138838142892992,0.889578052191034,0.969353966390915,"syntaxin binding protein, putative"
"PBANKA_0112100.1",536.992777916617,1.71104606871443,0.447793004728642,3.82106475680948,0.000132876753171194,0.00483459549038089,"transcription factor with AP2 domain(s), putative"
"PBANKA_0112200.1",272.129632912489,1.26530661661565,0.512995734705069,2.46650514032656,0.0136438770118412,0.134589207222897,"myosin-like protein, putative"
"PBANKA_0112300.1",458.831115745686,-0.169923047165291,0.418787910875936,-0.405749647380892,0.684926559220776,0.880444509433568,"conserved Plasmodium protein, unknown function"
"PBANKA_0112400.1",1399.87507340491,0.0689705508681694,0.410702217739435,0.167933232130553,0.866635805916026,0.963547028676786,"cytosolic Fe-S cluster assembly factor NAR1, putative"
"PBANKA_0112500.1",682.466646150203,-0.345158844465326,0.406844500850292,-0.848380262591617,0.396226231084859,0.705415311748097,"major facilitator superfamily-related transporter, putative"
"PBANKA_0112600.1",6407.79267678722,0.103108778075446,0.428969033557449,0.240364152210155,0.810047966052253,0.939078715905865,"fam-b protein"
"PBANKA_0112621.1",59.9678215650947,0.408107826693275,0.551755223567708,0.739653761779373,0.459510111173442,0.751741545166989,"PIR protein, pseudogene"
"PBANKA_0112641.1",473.146334550134,-0.970780685913687,0.448452278090861,-2.16473576641525,0.0304079263820415,0.195323499512096,"fam-b protein"
"PBANKA_0112661.1",2.85693701818554,-0.201845786302114,0.507419324218429,-0.397788922629256,0.690785783379891,0.882683696454777,"fam-a protein"
"PBANKA_0112661.2",0,NA,NA,NA,NA,NA,"fam-a protein"
"PBANKA_0112681.1",0.115918694191704,0.0204322131782378,0.303966110909233,0.0672187209196457,0.946407581691671,NA,"PIR protein"
"PBANKA_0112701.1",38.4248278287864,-0.620170329543991,0.622717389615269,-0.995909765627628,0.319293989975077,0.641352259711431,"fam-a protein"
"PBANKA_0112721.1",13.3218785487023,-0.4449755769063,0.634377618638901,-0.701436437592209,0.483030689029931,0.765690150698946,"fam-a protein, pseudogene"
"PBANKA_0200400.1",392.799435081676,-0.936388897381434,0.433913556404961,-2.1580079339755,0.0309272149471609,0.196315481984443,"Plasmodium exported protein, unknown function"
"PBANKA_0200500.1",95.0700388379833,-0.774068369073081,0.504338656760037,-1.53481863564819,0.124828383883128,0.398450931644747,"PIR protein, pseudogene"
"PBANKA_0200600.1",913.590662913429,-1.27356567964139,0.451275390103401,-2.82214742388141,0.00477032428751179,0.078996618564161,"fam-a protein"
"PBANKA_0200650.1",2.83920852383965,-0.00550242864146992,0.515455477144327,-0.0106748863586704,0.991482834746103,0.995924210652556,"fam-a protein"
"PBANKA_0200670.1",0.153247942088275,-0.132698361486566,0.304649587972339,-0.435577025952238,0.663143642365593,NA,"PIR protein, pseudogene"
"PBANKA_0200700.1",17.5585143678028,-0.535776740008955,0.628429534032497,-0.852564545416876,0.393900830981144,0.703608508015979,"fam-b protein"
"PBANKA_0200751.1",4.19818549487049,-0.179896513941385,0.563970969436554,-0.318981869086478,0.749740261553159,0.914088103392574,"PIR protein, pseudogene"
"PBANKA_0201000.1",818.714056253933,-0.977900343277566,0.441394391855134,-2.21547976440651,0.0267271517764052,0.182085521125279,"fam-b protein"
