1,"PFB0950w||PF3D7_0221000|| Plasmodium exported protein, unknown function ",0.027757,-0.027757,-0.465583,-0.66888,0.376285,0.566136,-0.082906,0.477156,0.5681,0.650805,-0.741157,-0.434681,0.437557,0.357673,-0.357673,-0.430133,0.348528,0.593893,0.382677,1.146036,-0.130543,-0.293132,0.383484,0.004548
1,"MAL7P1.142||PF3D7_0725500|| conserved Plasmodium membrane protein, unknown function ",-0.072521,0.343528,0.039699,-0.661073,-0.039699,0.506854,-0.091358,0.915337,-1.495268,-0.652695,0.311138,0.459134,-0.311521,-0.311138,0.972631,0.367095,0.032822,0.163326,-0.131057,1.57641,1.183747,0.341557,0.661493,-0.092039
1,"PF14_0596||PF3D7_1462600|| conserved Plasmodium membrane protein, unknown function ",0.130998,0.084883,-0.823971,-0.755842,0.565135,-0.084883,-0.786326,0.104161,0.907285,0.861348,-1.172044,0.002137,1.892328,-0.002137,-1.208692,-0.515877,0.434137,-0.169766,0.037645,0.860003,0.985043,-0.863485,-0.036648,-0.518014
1,"PFI0840w||PF3D7_0917200|| conserved Plasmodium membrane protein, unknown function ",0.261748,-0.261748,-1.145871,-0.770027,0.678394,0.277427,-0.324573,0.45742,0.866773,0.794056,-0.989133,-0.224728,0.983341,0.224728,-0.943926,-0.890983,0.416646,0.539175,0.821298,1.227447,0.116568,-0.569328,0.045207,-0.666255
1,"PFC0685w||PF3D7_0315700|| conserved Plasmodium membrane protein, unknown function ",0.574134,0.04737,-0.367177,-0.587694,0.208983,-0.007298,-0.247094,0.007298,0.425025,0.911811,-0.389886,-0.07317,0.873889,0.07317,-0.604327,-0.760224,-0.365151,-0.054668,0.120083,0.594992,0.448864,-0.838641,-0.214441,-0.687054
1,"PF14_0638||PF3D7_1467000|| conserved Plasmodium membrane protein, unknown function ",0.239274,-0.023813,-0.921919,-1.013722,0.552864,0.114946,-0.757344,0.023813,1.245986,0.670309,-1.361458,-0.179693,1.22535,0.179693,-1.117764,-0.366882,0.31359,0.138759,0.164575,1.037535,-0.020636,-0.490616,0.243694,-0.187189
1,"PF14_0682||PF3D7_1471500|| conserved Plasmodium membrane protein, unknown function ",0.440964,-0.467626,-0.869434,-0.288123,0.533312,0.25459,-0.25459,0.268064,1.304456,0.258768,-0.786943,-0.258768,1.148558,0.26546,-0.943684,-0.48106,0.092348,0.722216,0.614844,0.556187,-0.155898,0.006692,-0.156741,-0.222292
1,"MAL13P1.259||PF3D7_1351300|| conserved Plasmodium membrane protein, unknown function ",0.361633,0.130181,-0.860857,-0.559975,0.457376,-0.097303,-0.584004,0.097303,0.742847,0.797948,-0.929555,-0.444957,1.314895,0.444957,-1.161566,-0.815147,0.095743,-0.227484,0.276853,0.657278,0.572048,-0.352991,-0.232011,-0.37019
1,"PFL0655w||PF3D7_1213500|| integral membrane protein GPR180, putative ",0.061732,-0.061732,-1.018644,-0.765276,1.059931,0.289722,-0.673439,0.211018,0.230661,0.263758,-1.219882,-0.230661,1.004316,0.268535,-1.279336,-0.808794,0.998199,0.351454,0.345205,0.976294,0.773655,0.004777,-0.059454,-0.578133
1,"PF08_0013||PF3D7_0827700|| conserved Plasmodium membrane protein, unknown function ",0.298025,-0.001871,-0.772599,-0.44765,0.907468,0.001871,-0.636313,0.269435,1.039108,0.726078,-0.790578,-0.16006,1.865112,0.16006,-0.927654,-0.664481,0.609443,0.003742,0.136286,0.717085,0.826004,-0.566018,-0.137076,-0.504421
1,"PFL0220c||PF3D7_1204400|| conserved Plasmodium membrane protein, unknown function ",0.071317,-0.088876,-0.872409,-0.815456,1.60496,1.050904,-0.071317,1.062876,-0.419169,0.594397,-0.262988,0.205936,1.384356,0.900541,-0.294451,-0.205936,1.533643,1.13978,0.801092,1.878332,1.803525,0.306144,-0.031463,-0.411872
1,"PF10_0088||PF3D7_1009100|| conserved Plasmodium membrane protein, unknown function ",0.352218,0.063073,-0.790608,-0.707666,0.323554,-0.003961,-0.96314,0.003961,1.371614,0.575291,-1.219877,-0.367128,1.534118,0.367128,-1.021375,-0.911782,-0.028664,-0.067034,-0.172532,0.711627,0.162504,-0.208163,0.198502,-0.544654
1,"PFE1525w||PF3D7_0530500|| conserved Plasmodium membrane protein, unknown function ",0.49693,0.071164,-0.42002,-0.118342,0.452466,-0.006295,-0.045297,0.006295,1.941402,0.63761,-1.092222,-0.412447,1.488321,0.412447,-0.613156,-0.848317,-0.044464,-0.077459,0.374723,0.124637,-0.453081,-0.225163,0.479066,-0.43587
1,"PFI0595c||PF3D7_0912200|| conserved Plasmodium membrane protein, unknown function ",0.080183,-0.080183,-0.590661,-0.763481,0.878352,0.182238,-0.534637,0.28284,0.661664,0.380826,-1.076399,-0.260681,0.957215,0.260681,-1.280478,-1.035355,0.798169,0.262421,0.056024,1.046321,0.295551,-0.120145,-0.204079,-0.774674
1,"MAL13P1.246||PF3D7_1348800|| E1-E2 ATPase, putative ",0.24132,-0.22354,-0.754129,-0.4963,0.512864,0.359968,-0.393329,0.22354,1.272276,0.490926,-0.957591,-0.051502,1.074821,0.051502,-1.110132,-0.991171,0.271544,0.583508,0.3608,0.71984,-0.197455,-0.439424,-0.152541,-0.939669
1,"PF13_0172||PF3D7_1332100|| conserved Plasmodium membrane protein, unknown function ",0.158648,-0.158648,-0.715625,-0.587971,0.775205,0.196156,-0.25211,0.370671,0.351863,0.252883,-0.869772,0.045091,0.540824,-0.045091,-1.228301,-0.789983,0.616557,0.354804,0.463515,0.958642,0.188961,-0.297974,-0.358529,-0.835074
1,"PF14_0199||PF3D7_1420500|| conserved Plasmodium membrane protein, unknown function ",0.029929,-0.029929,-0.707551,-0.612839,0.816663,0.295249,-0.71195,0.380507,1.054956,0.644074,-1.181687,-0.103649,0.932882,0.103649,-1.100841,-0.806654,0.786734,0.325178,-0.004399,0.993346,-0.122074,-0.540425,0.080846,-0.703005
1,"PFI1305w||PF3D7_0926600|| conserved Plasmodium membrane protein, unknown function ",0.282386,-0.282386,-0.851015,-0.521998,0.668906,0.752305,-0.373343,0.56512,1.094781,0.321274,-1.171101,0.07194,1.046179,-0.07194,-1.157208,-0.137696,0.38652,1.034691,0.477672,1.087118,-0.048602,-0.393214,0.013893,-0.209636
1,"PF14_0298||PF3D7_1431900|| conserved Plasmodium membrane protein, unknown function ",-0.017629,-0.367075,-1.089996,0.017629,0.338572,-0.298481,0.459377,0.300674,-0.017159,0.509134,0.017159,0.485219,0.331761,-0.063652,-0.412403,-0.552052,0.356201,0.068594,1.549373,0.283045,0.34892,-0.572786,-0.429562,-1.037271
1,"MAL13P1.12||PF3D7_1302400|| conserved Plasmodium membrane protein, unknown function ",-0.058983,-0.200308,-0.112244,-0.512999,1.279861,0.058983,0.19104,0.747258,0.061375,0.105633,-0.804178,-0.061375,1.47194,0.116335,-1.694967,-1.466105,1.338844,0.259291,0.303284,1.260257,1.410565,0.010702,-0.890789,-1.40473
1,"PFE0725c||PF3D7_0514500|| conserved Plasmodium membrane protein, unknown function ",-0.28503,0.601698,-0.643247,-0.806508,0.964731,0.287515,-0.305024,0.28503,-0.746094,0.406259,-0.316907,0.110595,0.480294,0.567411,-0.110595,-0.633227,1.249761,-0.314183,0.338223,1.091538,1.226388,0.161152,0.206312,-0.743822
1,"MAL13P1.189||PF3D7_1338000|| conserved Plasmodium membrane protein, unknown function ",-0.899332,-0.250417,0.671951,0.345191,-0.314619,-0.181935,0.508913,0.181935,-0.607647,-0.638485,0.343963,0.077293,-0.340192,-0.077293,0.859902,0.163238,0.584713,0.068482,-0.163038,-0.163256,0.267455,0.561192,0.515939,0.085945
1,"PFD0290w||PF3D7_0405800|| conserved Plasmodium protein, unknown function ",0.104604,-1.622697,-2.099712,-1.158172,-0.104604,1.080947,0.298037,0.363784,0.281376,0.645764,-1.551466,0.179838,-0.179838,-0.701961,-1.490766,0.394184,-0.209208,2.703644,2.397749,1.521956,-0.461214,-1.347725,0.0607,0.214346
1,"PF14_0728||PF3D7_1476000|| conserved Plasmodium protein, unknown function ",1.412669,2.0865,0.424467,-1.173522,-0.16588,0.16588,-0.813998,-0.602713,-0.55032,0.102535,-0.026049,-0.15692,0.385064,0.828943,0.026049,-0.452242,-1.578549,-1.92062,-1.238465,0.570809,0.935384,0.726408,0.052098,-0.295322
1,"PFB0255w-a||PF3D7_0205700||conserved Plasmodium protein, unknown function",1.284946,1.341413,-0.110032,-0.22927,0.153104,-0.128653,-0.064836,0.064836,0.583771,0.104872,-0.239811,-0.353692,0.130543,0.340607,-0.104872,-0.175104,-1.131842,-1.470066,0.045196,0.294106,-0.453228,0.235735,0.134939,0.178588
1,"PFC0460w||PF3D7_0311000|| conserved Plasmodium protein, unknown function ",0.637709,-0.058542,-0.998684,-0.801044,0.523553,0.518111,-0.390583,0.058542,0.0503,0.799685,-0.935681,-0.0503,1.001942,0.463109,-0.978368,-0.619418,-0.114156,0.576653,0.608101,0.859586,0.951642,-0.336576,-0.042687,-0.569118
1,"PFD1006w||PF3D7_0421800|| conserved Plasmodium protein, unknown function ",0.997261,-0.035546,-0.715208,-0.404005,0.387045,0.035546,-0.274668,0.250818,1.273551,0.378417,-1.148294,-0.32833,1.45039,0.32833,-1.067179,-0.646694,-0.610216,0.071092,0.44054,0.654823,0.176839,-0.050087,0.081115,-0.318364
1,"PFL0746c||PF3D7_1215500|| conserved Plasmodium protein, unknown function ",0.512398,-0.331247,-0.40779,-0.649137,0.419889,0.118567,-0.118567,0.172037,0.865775,-0.076294,-0.489575,0.076294,1.004194,0.441146,-0.573589,-0.387482,-0.092509,0.449814,0.289223,0.821174,0.138419,0.51744,-0.084014,-0.463776
1,"PF14_0438||PF3D7_1446100|| conserved Plasmodium protein, unknown function ",0.484983,0.109539,-1.325421,-1.003392,0.54005,0.355758,-0.917498,-0.109539,1.410533,0.367949,-0.984461,-0.367949,0.625457,0.431908,-1.310037,-0.57708,0.055067,0.246219,0.407923,0.893853,-0.785076,0.063959,-0.325576,-0.209131
1,"PFL1850c||PF3D7_1238200|| conserved Plasmodium protein, unknown function ",0.845235,-0.140512,-0.943567,-0.567363,0.645726,0.201694,-0.675769,0.140512,1.283092,0.920466,-1.016667,-0.194126,1.05138,0.194126,-1.305438,-0.450886,-0.199509,0.342206,0.267798,0.707875,-0.231712,-0.72634,-0.288771,-0.25676
1,"PFE1060c||PF3D7_0521100|| conserved Plasmodium protein, unknown function ",0.75388,-0.347862,-0.464039,-0.816577,0.711255,0.415385,-0.649132,0.347862,0.857768,0.939705,-1.111362,-0.168801,1.33885,0.168801,-1.242348,-0.944552,-0.042625,0.763247,-0.185093,1.164439,0.481082,-0.770904,-0.130986,-0.775751
1,"PF11_0421||PF3D7_1141000|| conserved Plasmodium protein, unknown function ",0.955399,-0.142464,-0.559963,-0.271755,0.675012,0.318249,-0.452306,0.142464,1.3665,0.872897,-0.743908,-0.164132,1.141733,0.164132,-0.838252,-0.456072,-0.280387,0.460713,0.107657,0.414219,-0.224767,-0.708765,-0.094344,-0.29194
1,"PFI0140w||PF3D7_0902900|| conserved Plasmodium protein, unknown function ",0.840839,0.131808,-0.580074,-0.345988,0.985669,-0.131808,-0.360701,0.394757,0.755672,0.598489,-1.11113,-0.437174,1.113394,0.437174,-1.240256,-0.862157,0.14483,-0.263616,0.219373,0.740745,0.357722,-0.161315,-0.129126,-0.424983
1,"PF14_0074||PF3D7_1407700|| conserved Plasmodium protein, unknown function ",0.338801,-0.082502,-1.19911,-1.022784,0.424915,0.222148,-0.986008,0.082502,1.655279,0.668683,-1.298668,-0.250108,1.658289,0.250108,-1.481613,-0.622304,0.086114,0.30465,0.213102,1.105286,0.00301,-0.418575,-0.182945,-0.372196
1,"PFE0735w||PF3D7_0514700|| conserved Plasmodium protein, unknown function ",0.524049,-0.148777,-0.818929,-0.701611,0.481002,0.148777,-0.75229,0.377814,0.875316,0.631875,-1.311137,-0.341948,1.073617,0.341948,-1.264786,-0.636132,-0.043047,0.297554,0.066639,1.079425,0.198301,-0.289927,0.046351,-0.294184
1,"PF11_0388||PF3D7_1137600|| conserved Plasmodium protein, unknown function ",0.637437,0.05296,-0.611233,-0.542366,0.901636,-0.05296,-0.336545,0.349139,1.998906,0.625141,-1.171428,-0.19987,1.126911,0.19987,-1.678053,-1.248652,0.264199,-0.10592,0.274688,0.891505,-0.871995,-0.425271,-0.506625,-1.048782
1,"PFL0760w||PF3D7_1215800|| conserved Plasmodium protein, unknown function ",0.678312,0.081024,-0.733901,-0.7993,0.524636,-0.081024,-0.784403,0.102438,1.185856,0.469523,-1.304811,-0.388025,1.054334,0.388025,-1.254812,-0.750338,-0.153676,-0.162048,-0.050502,0.901738,-0.131522,-0.081498,0.049999,-0.362313
1,"MAL7P1.97||PF3D7_0718900|| conserved Plasmodium protein, unknown function ",0.578947,0.204108,-0.668985,-0.821767,-0.195944,0.195944,-0.4794,0.324642,2.644227,0.886258,-1.156753,-0.423173,1.565496,0.423173,-1.850375,-0.987207,-0.774891,-0.008164,0.189585,1.146409,-1.078731,-0.463085,-0.693622,-0.564034
1,"PF14_0522||PF3D7_1454900|| conserved Plasmodium protein, unknown function ",0.187617,-0.549218,-0.782139,-1.095604,1.613094,0.292198,-0.187617,1.08859,1.420573,-0.11064,-0.63042,0.211466,0.59789,0.11064,-1.133449,-0.508337,1.425477,0.841416,0.594522,2.184194,-0.822683,0.22128,-0.503029,-0.719803
1,"PF07_0060||PF3D7_0715100|| conserved Plasmodium protein, unknown function ",0.78102,-0.249015,-1.124844,-0.391407,0.543725,0.337855,-0.268891,0.249015,1.027925,0.701791,-0.750275,-0.099586,0.411189,0.099586,-0.960583,-0.141683,-0.237295,0.58687,0.855953,0.640422,-0.616736,-0.602205,-0.210308,-0.042097
1,"PF11_0449||PF3D7_1143600|| conserved Plasmodium protein, unknown function ",0.262754,-0.689295,-1.308376,-0.403109,0.748665,0.709384,-0.262754,0.438751,0.226411,0.568344,-0.402902,0.135124,-0.135124,0.220415,-0.490146,-0.247151,0.485911,1.398679,1.045622,0.84186,-0.361535,-0.347929,-0.087244,-0.382275
1,"PFD0820w||PF3D7_0417000|| conserved Plasmodium protein, unknown function ",0.635301,-0.280385,-0.696222,-0.53737,0.881465,0.373107,-0.440767,0.280385,1.372239,0.476139,-1.079894,-0.179595,0.928775,0.179595,-1.154555,-0.401374,0.246164,0.653492,0.255455,0.817755,-0.443464,-0.296544,-0.074661,-0.221779
1,"PFL2135c||PF3D7_1244500|| conserved Plasmodium protein, unknown function ",0.203979,0.113264,-1.172395,-1.246118,0.467656,0.210077,-0.972837,-0.113264,0.180297,0.286408,-1.475911,-0.180297,0.777899,0.193114,-1.594072,-0.66363,0.263677,0.096813,0.199558,1.132854,0.597602,-0.093294,-0.118161,-0.483333
1,"PFA0325w||PF3D7_0106600|| conserved Plasmodium protein, unknown function ",0.324621,-0.015383,-0.793249,-0.417868,0.615802,0.015383,-0.729326,0.523475,1.749055,0.820431,-1.098613,-0.264322,1.421294,0.264322,-1.136674,-0.397101,0.291181,0.030766,0.063923,0.941343,-0.327761,-0.556109,-0.038061,-0.132779
