1,"PFB0910w||PF3D7_0219900||Plasmodium exported protein, unknown function",-0.015597,2.210955,-0.020591,1.419375,0.335177,0.015597,-0.70667,-0.567657,0.812316,-0.886648,-1.463916,0.914573,0.490611,-0.490611,-1.35029,0.862869,0.350774,-2.195358,-0.686079,-1.987032,-0.321705,0.396037,0.113626,-0.051704
1,"PFI0885w||PF3D7_0918100||cytochrome b5-like heme/steroid binding protein, putative",-0.161301,0.002149,0.628757,1.169362,-0.15432,0.077939,-0.002149,-0.642828,0.613167,-0.1758,-0.226217,0.547194,0.682285,-0.099979,-0.165646,0.099979,0.006981,0.07579,-0.630906,-1.81219,0.069118,0.075821,0.060571,-0.447215
1,"PFI1200w||PF3D7_0924400||conserved Plasmodium protein, unknown function",-0.287658,0.276983,0.145996,0.720387,-0.155962,0.110241,-0.110241,-0.903623,0.053027,-0.263249,-0.053027,0.99261,0.264964,-0.596183,-0.109798,0.302804,0.131696,-0.166742,-0.256237,-1.62401,0.211937,-0.332934,-0.056771,-0.689806
1,"PFI0710c||PF3D7_0914500||conserved Plasmodium protein, unknown function",-0.413332,-0.002074,0.809765,0.69996,0.002074,-0.693746,0.029483,-0.420084,-0.312667,-0.063989,1.002912,0.374323,-0.064585,-0.277153,0.758725,0.063989,0.415406,-0.691672,-0.780282,-1.120044,0.248082,-0.213164,-0.244187,-0.310334
1,"PFI1010w||PF3D7_0920600||conserved Plasmodium protein, unknown function",-1.082315,0.941154,0.83934,1.275697,0.139884,-0.975217,-0.139884,-0.248015,-0.529682,-0.918196,0.506163,1.35343,-0.203778,-0.952142,0.203778,1.081946,1.222199,-1.916371,-0.979224,-1.523712,0.325904,-0.033946,-0.302385,-0.271484
1,PFI0970c||PF3D7_0919800||TLD domain containing protein,-0.301871,-0.000009,0.965769,1.078113,0.000009,-0.025826,0.250285,-0.051589,0.1087,-0.461058,0.502754,0.344412,-0.065047,-0.625773,0.065047,-0.108425,0.30188,-0.025817,-0.715484,-1.129702,-0.173747,-0.164715,-0.437707,-0.452837
1,"PF08_0056||PF3D7_0818500||zinc finger protein, putative",-0.01077,0.784666,-0.050154,0.983623,-0.188453,0.01077,0.364406,-0.60127,0.831587,-0.133452,-0.619901,1.121115,1.014756,0.133452,-0.250317,-0.284612,-0.177683,-0.773896,0.41456,-1.584893,0.183169,0.266904,0.369584,-1.405727
1,"PFE1355c||PF3D7_0527200||ubiquitin carboxyl-terminal hydrolase, putative",0.239244,-0.119721,0.393728,0.290613,-0.259632,-0.167561,-0.044758,0.044758,-0.314893,-0.048838,0.382234,0.162546,-0.390626,0.048838,0.592727,-0.091816,-0.498876,-0.04784,-0.438486,-0.245855,-0.075733,0.097676,0.210493,-0.254362
1,PFA0335w||PF3D7_0106800||Rab GTPase 5c,-0.810258,-0.38865,1.029657,0.439533,-0.304456,0.065333,0.430696,-0.065333,-0.893059,-0.141445,0.815065,0.034444,-1.25101,-0.030149,0.863096,0.030149,0.505802,0.453983,-0.598961,-0.504866,-0.357951,0.111296,0.048031,-0.004295
1,PF13_0011||PF3D7_1302100||gamete antigen 27/25,-0.21311,2.158968,0.77751,1.931271,-0.125932,-0.397373,0.125932,-1.82509,0.362548,-1.259869,-0.052676,1.158752,0.208938,-0.958972,-0.0444,0.0444,0.087178,-2.556341,-0.651578,-3.756361,-0.15361,0.300897,0.008276,-1.114352
1,"PFC0910w||PF3D7_0320500||conserved Plasmodium protein, unknown function",0.114225,0.459371,0.467426,1.088605,-0.405635,-0.361294,-0.667376,-0.114225,-1.005785,0.088338,-0.292887,0.847777,-1.008046,0.139492,-0.088338,0.762486,-0.51986,-0.820665,-1.134802,-1.20283,-0.002261,0.051154,0.204549,-0.085291
1,"MAL13P1.226||PF3D7_1345400||conserved Plasmodium protein, unknown function",0.13462,-0.280579,0.957401,0.606248,-0.196325,-0.13462,0.47601,-0.209282,-0.646964,-0.04677,0.990182,0.147079,-0.443883,0.04677,0.821932,-0.216385,-0.330945,0.145959,-0.481391,-0.81553,0.203081,0.09354,-0.16825,-0.363464
1,"PFD1135c||PF3D7_0423900||probable protein, unknown function",-0.063113,1.353537,-0.377595,1.501345,0.063113,-0.60309,-0.65594,0.195749,0.584352,-0.638875,-1.435878,1.544466,0.443386,-0.443386,-1.27603,1.163386,0.126226,-1.956627,-0.278345,-1.305596,-0.140966,0.195489,0.159848,-0.38108
1,"PFI1355w||PF3D7_0927600||conserved Plasmodium protein, unknown function",-0.019172,1.076821,1.770921,2.159631,-0.41681,-0.801486,0.019172,-0.599001,-0.911674,-0.606005,0.818636,1.036919,-0.715039,-0.784517,0.606005,0.655941,-0.397638,-1.878307,-1.751749,-2.758632,0.196635,-0.178512,-0.212631,-0.380978
1,"PF11_0160||PF3D7_1115200||SET domain protein, putative",-0.620627,0.254849,0.302163,0.499387,-0.086681,0.086681,-0.229288,-0.298656,-0.077408,-0.077654,0.077408,0.343992,0.220707,-0.322759,0.176047,-0.202625,0.533946,-0.168168,-0.531451,-0.798043,0.298115,-0.245105,0.098639,-0.546617
1,"PFL0890c||PF3D7_1218400||triose or hexose phosphate/phosphate translocator, putative",0.065501,0.871372,0.809301,0.681555,-0.275243,-0.100498,-0.065501,-0.566283,0.209337,-0.22168,-0.217156,-0.064582,0.093952,0.07111,0.064582,-0.159764,-0.340744,-0.97187,-0.874802,-1.247838,-0.115385,0.29279,0.281738,-0.095182
1,"PFC0281w||PF3D7_0306600||conserved Plasmodium protein, unknown function",-0.127374,0.34206,1.454775,0.848926,-0.171675,-0.617271,-0.054578,0.054578,-0.285946,-0.081438,0.72876,0.257716,-0.068945,-0.061522,1.182789,0.061522,-0.044301,-0.959331,-1.509353,-0.794348,0.217001,0.019916,0.454029,-0.196194
1,"PF11_0073||PF3D7_1106200||conserved Plasmodium protein, unknown function",0.120814,-0.201973,1.021516,0.041527,-0.411444,-0.405091,0.262836,-0.041527,-0.586436,0.444691,1.101692,-0.236833,-0.783423,0.121924,1.09449,-0.121924,-0.532258,-0.203118,-0.75868,-0.083054,-0.196987,-0.322767,-0.007202,0.114909
1,"PF14_0415||PF3D7_1443700||dephospho-CoA kinase, putative",-0.141844,0.628386,1.914225,1.248859,-0.323412,-0.941871,-0.301702,0.141844,-1.532957,-0.425762,1.08989,0.425762,-1.676503,-0.665818,0.853447,0.692965,-0.181568,-1.570257,-2.215927,-1.107015,-0.143546,-0.240056,-0.236443,0.267203
1,"PF14_0778-a||PF3D7_1411100||conserved Plasmodium membrane protein, unknown function",-0.463504,0.871448,0.384189,0.877217,-0.473033,-0.149742,0.149742,-0.628397,0.07964,-0.105544,-0.07964,1.507918,-0.23742,0.169793,-0.156448,1.221756,-0.009529,-1.02119,-0.234447,-1.505614,-0.31706,0.275337,-0.076808,-0.286162
1,"PFF0635w||PF3D7_0613100||conserved Plasmodium protein, unknown function",0.235357,1.297976,1.511481,1.217867,-0.235357,-0.441084,-0.296102,-0.333272,-0.286366,-0.048016,-0.06168,0.640142,-0.794924,0.057735,0.048016,0.592468,-0.470714,-1.73906,-1.807583,-1.551139,-0.508558,0.105751,0.109696,-0.047674
1,"PF14_0554||PF3D7_1458100||conserved Plasmodium protein, unknown function",-0.748045,-0.19355,0.567734,0.224729,-0.691329,0.19355,0.542842,-1.046349,0.488531,-0.019563,0.176185,-0.271313,0.019563,-0.042934,0.128018,-0.352321,0.056716,0.3871,-0.024892,-1.271078,-0.468968,-0.023371,-0.048167,-0.081008
1,"MAL13P1.330||PF3D7_1365800||conserved Plasmodium protein, unknown function",-0.058482,1.294558,0.850559,1.503872,0.058482,-0.49908,-0.600561,-0.483615,0.098013,-0.205263,-0.352888,1.028617,-0.059648,0.059648,-0.158416,0.946069,0.116964,-1.793638,-1.45112,-1.987487,-0.157661,0.264911,0.194472,-0.082548
1,PFL2465c||PF3D7_1251300||thymidylate kinase,-0.136161,0.734408,1.724526,1.066276,-0.353279,-0.748145,-0.698056,0.136161,-0.581012,-0.507698,0.885854,0.438001,-0.681098,-0.241211,0.925722,0.241211,-0.217118,-1.482553,-2.422582,-0.930115,-0.100086,0.266487,0.039868,-0.19679
1,"PF11_0273-a||PF3D7_1126300||DnaJ protein, putative",0.483864,1.322852,1.554502,1.314026,-0.541843,-0.483864,-0.513077,-0.802458,-0.250831,0.159674,0.04154,-0.005073,-0.37553,0.005073,0.221277,-0.305062,-1.025707,-1.806716,-2.067579,-2.116484,-0.124699,-0.154601,0.179737,-0.299989
1,"PFI1468c||PF3D7_0930100||conserved Plasmodium protein, unknown function",-0.400415,0.36891,0.644945,0.843059,-0.125661,-0.045172,0.045172,-0.157408,-0.622563,-0.197206,0.197206,1.219121,-0.24599,-0.253693,0.476535,0.860821,0.274754,-0.414082,-0.599773,-1.000467,0.376573,-0.056487,0.279329,-0.3583
1,"MAL13P1.17||PF3D7_1303600||conserved Plasmodium protein, unknown function",0.358467,1.246968,1.090419,1.107668,-0.573654,-0.418906,-0.358467,-0.801422,-0.088291,-0.001503,0.001503,0.602098,-0.342362,0.125602,-0.133105,0.530608,-0.932121,-1.665874,-1.448886,-1.90909,-0.254071,0.127105,-0.134608,-0.07149
1,"PF14_0049||PF3D7_1405200||sybindin-like protein, putative",0.474512,0.724807,1.150406,0.537609,-0.899869,-0.792675,-0.543115,-0.474512,-0.269594,0.327279,0.470157,-0.075321,-0.28997,0.075321,0.521838,-0.292906,-1.374381,-1.517482,-1.693521,-1.012121,-0.020376,-0.251958,0.051681,-0.217585
1,PFD1120c||PF3D7_0423700||early transcribed membrane protein 4,-0.296837,3.038888,2.297915,2.858506,-0.119303,0.119303,-0.168248,-0.879614,-0.369178,-1.005613,0.797744,1.176138,-0.288,-0.945838,0.453706,0.288,0.177534,-2.919585,-2.466163,-3.73812,0.081178,0.059775,-0.344038,-0.888138
1,"PF14_0555||PF3D7_1458200||conserved Plasmodium protein, unknown function",-0.455016,0.389794,0.959575,0.629392,-0.693351,-0.692818,0.330825,-0.330825,0.204376,-0.334259,0.337135,-0.065285,-0.027217,-0.276283,0.302623,0.027217,-0.238335,-1.082612,-0.62875,-0.960217,-0.231593,0.057976,-0.034512,0.092502
1,"MAL13P1.329||PF3D7_1365700||conserved Plasmodium membrane protein, unknown function",-0.01497,0.904951,0.833708,1.369542,-0.342326,0.01497,-0.087743,-0.418433,-0.081048,-0.160105,0.150945,1.209442,0.004521,-0.004521,-0.05751,1.046861,-0.327356,-0.889981,-0.921451,-1.787975,0.085569,0.155584,-0.208455,-0.162581
1,"PF14_0485||PF3D7_1451000||conserved Plasmodium protein, unknown function",0.20734,-0.025157,0.952837,0.763299,-0.788154,-0.052463,-0.408224,0.025157,-1.306362,0.028577,0.072565,-0.316266,-0.008916,0.008916,0.110021,-0.83665,-0.995494,-0.027306,-1.361061,-0.738142,1.297446,-0.019661,0.037456,-0.520384
1,MAL13P1.269||PF3D7_1353000||tryptophan-rich antigen,-0.667233,0.061964,0.281272,0.563562,-0.708067,0.103642,-0.061964,-0.658069,0.511272,0.00631,0.053549,-0.145598,0.487958,-0.00631,-0.11517,-0.765766,-0.040834,0.041678,-0.343236,-1.221631,-0.023314,-0.01262,-0.168719,-0.620168
1,"PF10_0080||PF3D7_1008200||endonuclease, putative",-0.43995,0.844755,1.92971,1.595224,-0.339521,-0.756895,-0.481154,0.339521,-1.165965,-0.715357,0.798179,0.821399,-1.13568,-0.757594,0.715357,0.759125,0.100429,-1.60165,-2.410864,-1.255703,0.030285,-0.042237,-0.082822,-0.062274
1,"PFB0194w||PF3D7_0204200||conserved Plasmodium protein, unknown function",0.124076,1.028094,0.13419,1.357996,-0.762302,-0.124076,-0.139295,-1.258509,0.065277,-0.082923,-0.533249,1.007781,0.203571,-0.065277,-0.388707,0.353497,-0.886378,-1.15217,-0.273485,-2.616505,0.138294,0.017646,0.144542,-0.654284
1,"PFB0145c||PF3D7_0203000||conserved Plasmodium protein, unknown function",-1.086708,0.4294,0.794333,1.612684,-0.822955,-0.829867,-0.008437,0.008437,-0.665265,-0.747036,0.021525,1.190555,0.084017,-1.215931,-0.021525,0.690227,0.263753,-1.259267,-0.80277,-1.604247,0.749282,-0.468895,-0.04305,-0.500328
1,PFF1130c||PF3D7_0623500||superoxide dismutase,0.139295,1.160893,1.551386,0.652001,-0.534876,-0.492217,-0.610169,-0.139295,-0.057002,-0.020674,1.015747,0.020674,-0.249187,-0.069391,0.948467,0.091471,-0.674171,-1.65311,-2.161555,-0.791296,-0.192185,-0.048717,-0.06728,0.070797
1,"PF11_0185||PF3D7_1117900||conserved Plasmodium protein, unknown function",-0.175129,0.456108,1.040854,0.890239,-0.403192,-0.422149,0.020205,-0.020205,-0.366809,-0.046296,0.344121,0.288328,-0.32738,-0.446173,0.425646,0.046296,-0.228063,-0.878257,-1.020649,-0.910444,0.039429,-0.399877,0.081525,-0.242032
1,"PFL0400w||PF3D7_1208000||apicoplast ribosomal protein L29 precursor, putative",0.066454,-0.066454,1.093427,0.1392,-0.733993,-0.96566,-0.590612,0.068957,-0.398002,-0.082865,0.765702,-0.232414,-0.51341,0.280647,0.95539,0.082865,-0.800447,-0.899206,-1.684039,-0.070243,-0.115408,0.363512,0.189688,0.315279
1,"PFB0905c||PF3D7_0219800||Plasmodium exported protein (PHISTc), unknown function",-0.831278,0.677041,0.127825,0.763818,-0.645523,-0.127825,0.130963,-0.731783,0.379455,-0.461847,-0.379455,1.039896,0.612958,-0.545818,-0.537202,0.530079,0.185755,-0.804866,0.003138,-1.495601,0.233503,-0.083971,-0.157747,-0.509817
1,"PFI1585c||PF3D7_0932600||mitochondrial ribosomal protein S6 precursor, putative",0.203336,0.503609,2.166531,1.009642,-0.638963,-0.655402,-0.203336,-0.248362,-0.772598,0.049757,1.422311,-0.052463,-1.105423,-0.049757,1.528819,0.060232,-0.842299,-1.159011,-2.369867,-1.258004,-0.332825,-0.099514,0.106508,0.112695
1,PF08TR005||PF3D7_0829900||product unspecified,-0.364491,0.835056,0.499308,1.408484,-0.266729,-0.537536,-0.614733,0.266729,-0.243437,-0.040583,0.410971,0.077761,-0.301998,0.225783,0.040583,-0.415192,0.097762,-1.372592,-1.114041,-1.141755,-0.058561,0.266366,-0.370388,-0.492953
1,"PFI1530c||PF3D7_0931500||conserved Plasmodium protein, unknown function",-0.621215,0.277907,0.794055,1.113156,-0.572421,-0.173667,0.173667,-0.200483,-0.62704,-0.266851,0.475056,0.694278,-1.013299,-0.282492,0.266851,0.902185,0.048794,-0.451574,-0.620388,-1.313639,-0.386259,-0.015641,-0.208205,0.207907
1,"MAL13P1.168||PF3D7_1331600||protein tyrosine phosphatase, putative",-1.050499,0.157233,1.754763,1.133863,-0.511604,-0.290387,0.087518,-0.087518,-1.566588,-0.83526,1.249046,0.56184,-1.908306,-0.56184,1.341607,0.751132,0.538895,-0.44762,-1.667245,-1.221381,-0.341718,0.27342,0.092561,0.189292
1,PFI0790w||PF3D7_0916100||thioredoxin reductase 3,0.210343,1.605266,1.715695,1.27743,-0.503617,-0.688967,-0.210343,-0.215851,-0.195943,-0.495236,0.449391,0.372914,-0.566141,-0.26337,0.195943,0.677821,-0.71396,-2.294233,-1.926038,-1.493281,-0.370198,0.231866,-0.253448,0.304907
1,"PFC0385c||PF3D7_0309200||serine/threonine protein kinase, putative",0.113354,0.240611,0.932603,0.75781,-0.793384,-0.258879,-0.113354,-0.253377,-0.318714,-0.051387,0.769247,0.134034,-0.111106,0.051387,0.68935,-0.255755,-0.906738,-0.49949,-1.045957,-1.011187,0.207608,0.102774,-0.079897,-0.389789
1,"PF14_0577||PF3D7_1460500||conserved Plasmodium protein, unknown function",0.129841,0.47544,1.38582,1.023973,-0.445052,-0.435775,-0.129841,-0.23597,-0.404268,-0.040471,0.833788,0.343756,-0.236533,-0.181079,0.726759,0.040471,-0.574893,-0.911215,-1.515661,-1.259943,0.167735,-0.140608,-0.107029,-0.303285
1,MAL13P1.205||PF3D7_1340700||Rab GTPase 11b,-0.033476,0.846737,1.977523,1.054707,-0.583367,-1.038764,-0.715239,0.033476,-0.65234,-0.523181,1.201427,0.361333,-0.79648,-0.358364,1.063595,0.358364,-0.549891,-1.885501,-2.692762,-1.021231,-0.14414,0.164817,-0.137832,-0.002969
1,"PF11_0217||PF3D7_1121000||conserved Plasmodium membrane protein, unknown function",0.221798,0.765301,1.734658,1.182215,-0.494594,-0.833243,-0.905362,-0.221798,-0.424329,-0.3526,0.59083,0.447916,-0.878533,-0.359016,0.3526,0.5663,-0.716392,-1.598544,-2.64002,-1.404013,-0.454204,-0.006416,-0.23823,0.118384
1,"PF10_0296||PF3D7_1030300||conserved Plasmodium protein, unknown function",0.312812,1.609269,0.517109,2.036424,-0.79222,-0.475594,-0.312812,-1.10062,0.436358,-0.646095,-0.890801,1.509437,1.061004,-0.436358,-0.795246,0.934857,-1.105032,-2.084863,-0.829921,-3.137044,0.624646,0.209737,0.095555,-0.57458
1,"PFL0505c||PF3D7_1210100||syntaxin, Qa-SNARE family",0.129132,0.726602,1.051233,1.195742,-0.811952,-0.994359,-0.129132,-0.597051,-1.001635,-0.01998,0.01998,0.40461,-1.073875,-0.288482,0.069465,0.305496,-0.941084,-1.720961,-1.180365,-1.792793,-0.07224,-0.268502,0.049485,-0.099114
1,"PFD0775c||PF3D7_0416000||RNA binding protein, putative",0.283536,0.295225,0.78883,0.61853,-1.119121,-0.7089,-0.283536,-0.689617,-0.530452,-0.251744,0.347286,0.336972,-0.443343,-0.107113,0.107113,0.131997,-1.402657,-1.004125,-1.072366,-1.308147,0.087109,0.144631,-0.240173,-0.204975
1,"PF11_0266a||PF3D7_1125600||conserved Plasmodium protein, unknown function",-1.325,0.431625,0.954373,0.899367,-0.8244,-1.251404,0.760379,-0.431625,-0.672072,-0.714013,0.527905,1.164182,-0.763778,-0.51369,0.51369,1.087884,0.5006,-1.683029,-0.193994,-1.330992,-0.091706,0.200323,-0.014215,-0.076298
1,"PF14_0647||PF3D7_1467900||conserved Plasmodium protein, unknown function",-0.115307,0.294731,0.228295,1.202273,-1.058111,-0.459118,0.115307,-0.910936,-0.048449,0.025662,-0.025662,1.382596,0.757917,-0.188306,-0.046382,0.730428,-0.942804,-0.753849,-0.112988,-2.113209,0.806366,-0.213968,-0.02072,-0.652168
1,"PF14_0029a||PF3D7_1402900||conserved Plasmodium protein, unknown function",0.194609,1.285089,0.937705,1.204495,-0.966907,-0.403106,-0.194609,-0.50505,-0.481141,-0.093516,0.080882,1.268647,0.036853,-0.429499,-0.036853,0.894208,-1.161516,-1.688195,-1.132314,-1.709545,0.517994,-0.335983,-0.117735,-0.374439
1,"PFI0375w||PF3D7_0907800||apicoplast ribosomal protein L35 precursor, putative",0.031656,1.061262,2.165671,1.562208,-0.86706,-0.575631,-0.240963,-0.031656,-0.118437,-0.053859,0.537441,0.482111,-0.45888,-0.065301,0.661839,0.053859,-0.898716,-1.636893,-2.406634,-1.593864,-0.340443,-0.011442,0.124398,-0.428252
1,"PFF1475c||PF3D7_0630400||conserved Plasmodium protein, unknown function",-0.350988,1.719584,2.402312,2.462206,-0.435757,-1.025822,-0.39157,0.350988,-0.768506,-0.445877,0.463013,1.734186,-0.831642,-0.230641,0.230641,2.010168,-0.084769,-2.745406,-2.793882,-2.111218,-0.063136,0.215236,-0.232372,0.275982
1,"MAL8P1.82||PF3D7_0815800||vacuolar sorting protein VPS9, putative",0.175575,0.483778,1.135919,1.385453,-0.897318,-0.476498,-0.175575,-0.393187,-0.77921,-0.028014,0.185448,0.485897,-0.346757,-0.181423,0.244945,0.028014,-1.072893,-0.960276,-1.311494,-1.77864,0.432453,-0.153409,0.059497,-0.457883
1,"PF10_0246a||PF3D7_1025200||conserved Plasmodium protein, unknown function",-0.050032,0.753151,1.370167,1.027967,-0.474228,-0.478503,-0.251592,0.050032,-0.657387,-0.326046,0.296212,0.200663,-0.944914,-0.200663,0.435693,0.393654,-0.424196,-1.231654,-1.621759,-0.977935,-0.287527,0.125383,0.139481,0.192991
1,"MAL8P1.29||PF3D7_0825000||conserved Plasmodium protein, unknown function",-0.031935,0.438415,1.208038,1.107093,-0.990353,-1.106243,0.031935,-0.459506,-0.75731,-0.048886,0.821972,0.268801,-0.380784,-0.345849,0.766487,0.048886,-0.958418,-1.544658,-1.176103,-1.566599,0.376526,-0.296963,-0.055485,-0.219915
1,"PFD0675w||PF3D7_0413800||apicoplast ribosomal protein L10 precursor, putative",-0.69478,0.227321,1.654062,0.651565,-0.890902,-1.315488,0.066979,-0.066979,-0.641216,-0.082878,1.159451,0.314245,-1.05737,-0.050272,1.157695,0.050272,-0.196122,-1.542809,-1.587083,-0.718544,-0.416154,0.032606,-0.001756,-0.263973
1,"PF11_0287||PF3D7_1127600||CRAL/TRIO domain-containing protein, putative",0.289523,2.4773,1.727534,2.615731,-0.895678,-0.81848,-0.532375,-0.289523,-0.311122,-0.3085,0.073674,1.609993,-0.424658,-0.073674,0.146265,1.765665,-1.185201,-3.29578,-2.259909,-2.905254,-0.113536,0.234826,0.072591,0.155672
1,"PFI0385c||PF3D7_0908000||P1 nuclease, putative",0.026395,1.853625,2.051337,2.215176,-0.683524,-0.306886,-0.444116,-0.026395,-0.529751,-0.336415,0.246965,0.764753,-0.507183,-0.246965,0.296366,0.892167,-0.709919,-2.160511,-2.495453,-2.241571,0.022568,0.08945,0.049401,0.127414
1,"PF14_0409||PF3D7_1443100||conserved Plasmodium protein, unknown function",0.225825,0.407214,1.554253,0.970794,-0.906119,-0.737356,-0.603695,-0.225825,-0.571974,0.031801,0.798331,0.251212,-0.19182,-0.031801,0.771487,-0.317711,-1.131944,-1.14457,-2.157948,-1.196619,0.380154,-0.063602,-0.026844,-0.568923
1,"PFF0415c||PF3D7_0608400||conserved Plasmodium protein, unknown function",0.287224,0.147697,1.291181,0.684751,-1.521155,-1.192072,-0.147697,-0.60607,-0.039356,0.039356,0.76028,-0.139987,-0.56533,0.218678,1.048808,-0.269589,-1.808379,-1.339769,-1.438878,-1.290821,-0.525974,0.179322,0.288528,-0.129602
1,"PF11_0424||PF3D7_1141300||conserved Plasmodium protein, unknown function",-0.13459,0.268049,1.903137,1.674981,-0.894215,-0.904647,0.133757,-0.133757,-0.527694,-0.566758,1.145303,0.806813,-0.230591,-0.5649,0.931364,0.230591,-0.759625,-1.172696,-1.76938,-1.808738,0.297103,0.001858,-0.213939,-0.576222
1,"PFA0555c||PF3D7_0111500||UMP-CMP kinase, putative",-0.145906,1.301442,1.945639,1.92684,-1.01982,-1.053482,-0.021389,0.021389,-1.197033,-0.651292,0.521233,1.23079,-0.776439,-0.521233,0.841839,1.286815,-0.873914,-2.354924,-1.967028,-1.905451,0.420594,0.130059,0.320606,0.056025
1,"PF11_0209||PF3D7_1120200||conserved Plasmodium protein, unknown function",-0.653274,0.341143,0.820747,0.833317,-1.620855,-0.341143,0.426752,-1.294737,-0.407035,-0.504147,0.17902,0.564641,-0.688136,-0.118775,0.118775,0.571245,-0.967581,-0.682286,-0.393995,-2.128054,-0.281101,0.385372,-0.060245,0.006604
1,"PFC0855w||PF3D7_0319300||ubiquitin conjugating enzyme, putative",-0.20561,-0.007267,0.262365,-0.560213,0.165278,0.007267,-0.593847,0.04814,-0.039772,0.039772,0.260371,-0.926497,-0.283963,0.354915,0.260309,-0.537989,0.370888,0.014534,-0.856212,0.608353,-0.244191,0.315143,-6.2E-05,0.388508
1,"PFI1115c||PF3D7_0922700||pre-mRNA splicing factor, putative",0.356999,-0.070506,0.070506,-0.363542,0.258345,-0.226479,0.829829,-0.643355,0.263462,0.182416,-0.196294,-1.087541,0.00782,0.226649,-0.00782,-0.757307,-0.098654,-0.155973,0.759323,-0.279813,-0.255642,0.044233,0.188474,0.330234
1,"MAL7P1.129||PF3D7_0724100||conserved Plasmodium protein, unknown function",0.38112,-0.421982,0.257433,-0.340445,-0.448904,-0.114102,0.589951,0.114102,-0.34995,0.05524,0.290292,-0.563921,0.122318,-0.05524,0.4006,-1.254096,-0.830024,0.30788,0.332518,0.454547,0.472268,-0.11048,0.110308,-0.690175
