"","current_version_ID","gene","Relative.Growth.Rate","variance","cloneid","experiments","timesAnalysed","normd7toinputA","normd8toinputA","normd6toinputA","normd6toinputB","normd6toinputC","left_arm_length","right_arm_length","lower","upper","gene_name","gene_product","PfID","csome","start","end","strand","Confidence","z1","p1","f1","call1","z0","p0","f0","call0","phenotype","type"
"11","PBANKA_0101600","PBANKA_010160",0.855748184632854,0.00775566925785201,"PbGEM-226701","met4",1,0.21774423103184,0.200719031899603,0.264044031023762,0.571187178235004,0.224204832046721,3863,1008,0.67961562934733,1.03188073991838,"","conserved Plasmodium protein, unknown function","PF3D7_0602800",1,79755,81779,"forward",4.85933118590294,1.63799151307722,0.10142346420844,0.155376055637641,FALSE,-8.58158428926136,4.67876405280571e-18,1.23055894680376e-17,TRUE,"Dispensable","normal"
"12","PBANKA_0101900","PBANKA_010190",0.418261136214259,0.0818386896326193,"PbGEM-533115","PbSTM91",1,0.0683483723680592,0.0515744739843142,0.0481740864170416,0.0782215039658183,0.0459518212335061,1001,1001,-0.153888108765124,0.990410381193641,"","conserved Plasmodium protein, unknown function","PF3D7_0603100",1,88330,89766,"reverse",2.50300516879858,2.03352138935953,0.0419998748443933,0.0676351151524875,FALSE,-1.1125109016817,0.132959272752169,0.191233422581262,FALSE,"Insufficient data","normal"
"13","PBANKA_0102000","PBANKA_010200",0.146324983951381,0.00115760549052889,"PbGEM-341612","met14,PbSTM61",2,0.00197329594112472,0.00113455925972745,0.00735591434686208,0.01868414515478,0.00731876280794304,3708,2058,0.0782777800256088,0.214372187877153,"","mitochondrial chaperone BCS1, putative","PF3D7_0603200",1,92030,93454,"forward",6.76140163963052,25.0906713809971,6.28749715044929e-139,4.89957595284237e-138,TRUE,-1.36155437046064,0.0866692818742011,0.132854191520928,FALSE,"Essential","normal"
"14","PBANKA_0102100","PBANKA_010210",0.195965921866248,0.00173353385454728,"PbGEM-341620","PbSTM46,PbSTM86",2,0.00196121830845011,0.00252656215178794,0.00722322208004352,0.0150209485777217,0.00829514353518632,3045,4226,0.112694465663122,0.279237378069374,"DHODH","dihydroorotate dehydrogenase, putative","PF3D7_0603300",1,94042,95595,"reverse",6.35759326343815,19.3111569028516,4.32769083099591e-83,2.37315856680102e-82,TRUE,-2.30489356718241,0.0105862674892046,0.019046201050985,TRUE,"Slow","normal"
"15","PBANKA_0102200","PBANKA_010220",1.0159575955351,0.00865556753663194,"PbGEM-266212","PbSTM37a,PbSTM88",2,0.743565991929909,0.243011035301785,0.750362085588932,1.37963168706883,0.539943789942008,5244,1712,0.829886990262457,1.20202820080774,"TEX1","trophozoite exported protein 1, putative","PF3D7_0603400",1,96818,99523,"reverse",4.7495525192361,-0.17152193933822,0.863813380962944,0.914698606969427,FALSE,-9.84526915675883,3.59233294381345e-23,1.07386009733711e-22,TRUE,"Dispensable","normal"
"16","PBANKA_0102400","PBANKA_010240",0.984269837016601,0.00361719781810811,"PbGEM-327555","PbSTM25,PbSTM87",2,0.213923989174792,0.199538927212456,0.20320645308472,0.334814747079652,0.183857088284817,1001,3612,0.863983548220112,1.10455612581309,"","conserved Plasmodium protein, unknown function","PF3D7_0603600",1,104749,110663,"reverse",5.62205563629726,0.261545403732795,0.793671940492346,0.869064513423441,FALSE,-14.7027536698332,3.09454174924578e-49,1.9327448096406e-48,TRUE,"Dispensable","normal"
"17","PBANKA_0102600","PBANKA_010260",0.0355620325636497,0.00100579017895399,"PbGEM-327571","inv2,PbSTM24,PbSTM51",3,0.00600544270992424,0.00586548425304981,0.0102795166338427,0.0297098610747324,0.00848500856261372,3000,1001,-0.0278663578921702,0.0989904230194696,"CEP76","centrosomal protein CEP76, putative","PF3D7_0603800",1,113956,121877,"reverse",6.9019817986865,30.410292946283,4.01551025815206e-203,4.45244022897301e-202,TRUE,2.0318335992219,0.0210852522509713,0.0365506748730679,FALSE,"Essential","normal"
"18","PBANKA_0102900","PBANKA_010290",0.122713661128474,0.00445079730082911,"PbGEM-005512","inv1,met15",2,0.000850427294470781,0.000922052712609201,0.00178903976755753,0.00341912963248316,0.00227288609367673,401,2506,-0.0107149310222211,0.256142253279168,"SIP2","transcription factor with AP2 domain(s), putative;SPE2-interacting protein, putative","PF3D7_0604100",1,130777,136563,"reverse",5.41467203012715,13.1499002534737,1.7039908426614e-39,6.49840144087687e-39,TRUE,-0.340461677101722,0.366754439027607,0.411923660433953,FALSE,"Essential","shortarm"
"19","PBANKA_0103300","PBANKA_010330",0.842172049639836,0.00971025963642048,"PbGEM-533123","PbSTM46,PbSTM88",2,0.124320966003781,0.0947337023364988,0.112493212820416,0.244291596292008,0.122796192555062,2336,1001,0.645090750309631,1.03925334897004,"","conserved Plasmodium protein, unknown function","PF3D7_0604500",1,148463,155002,"forward",4.63457225796116,1.60165323545718,0.109232311692674,0.16582492673731,FALSE,-7.53163341384658,2.50547379466066e-14,6.16449417513283e-14,TRUE,"Dispensable","normal"
"20","PBANKA_0104000","PBANKA_010400",0.134063847382787,0.00108499037225251,"PbGEM-266435","PbSTM28,PbSTM53",2,0.00785661870496733,0.004598728477273,0.0191473499623159,0.0377308821527069,0.0167053085648985,5720,2599,0.0681854633026502,0.199942231462924,"","conserved Plasmodium protein, unknown function","PF3D7_0605200",1,171686,173060,"reverse",6.82618416552908,26.2889311785139,2.56665062561493e-152,2.14626565603747e-151,TRUE,-1.03414337975718,0.15053456953265,0.211673470119375,FALSE,"Essential","normal"
"21","PBANKA_0104300","PBANKA_010430",0.913764689097864,0.0075310555777448,"PbGEM-266515","met8,PbSTM87",2,0.477891949489834,0.418384659386075,0.471930964594708,0.572201914162019,0.292538821069776,1589,7351,0.740201379867545,1.08732799832818,"","cyclin dependent kinase binding protein, putative","PF3D7_0605500",1,176651,178580,"reverse",4.88872006402761,0.993704386999234,0.32036680632515,0.432134647117044,FALSE,-9.37715111225493,3.38896616262336e-21,9.71529365754327e-21,TRUE,"Dispensable","normal"
"22","PBANKA_0104500","PBANKA_010450",0.946742030255528,0.00897807870263262,"PbGEM-537835","PbSTM90",1,0.0577001099694537,NA,0.0605724156690676,0.115096756636856,0.0368869084623899,1002,2104,0.757236582284948,1.13624747822611,"","conserved Plasmodium protein, unknown function","PF3D7_0605700",1,187036,187815,"forward",4.71296937249546,0.562073231295594,0.574066125699482,0.687404585340436,FALSE,-8.93633443601029,2.01146578371223e-19,5.5271390585193e-19,TRUE,"Dispensable","normal"
"23","PBANKA_0104600","PBANKA_010460",0.979667801051223,0.00332465951386946,"PbGEM-005714","met14,PbSTM43",2,0.108786870404697,0.112297488172258,0.102037006096079,0.174925420451643,0.0841557391974452,3568,607,0.864348080034054,1.09498752206839,"RAD50","DNA repair protein RAD50, putative","PF3D7_0605800",1,188330,193927,"reverse",5.70638801196152,0.352623103306842,0.724371014905414,0.81417313311184,FALSE,-15.2561555524445,7.49095250867414e-53,5.04137097976813e-52,TRUE,"Dispensable","normal"
"24","PBANKA_0104700","PBANKA_010470",0.830670680103107,0.00798656498338117,"PbGEM-266563","met8",1,0.0431539231179177,0.0390855573376274,0.0551870229080172,0.0573810149182837,0.0229500622725676,4313,933,0.651935513072316,1.0094058471339,"","long chain polyunsaturated fatty acid elongation enzyme, putative","PF3D7_0605900",1,196519,198072,"forward",4.82999452611412,1.89475101861429,0.0581253951581184,0.0923038609545641,FALSE,-8.17601474003417,1.46693059805488e-16,3.74468997495349e-16,TRUE,"Dispensable","normal"
"25","PBANKA_0104800","PBANKA_010480",0.0404972405341384,0.00033434182485259,"PbGEM-327651","PbSTM28,PbSTM53",2,0.000380343606988384,0.000682759283316201,0.000538982151554267,0.00102929650486752,0.000451332200667276,7513,1001,0.0039272077284331,0.0770672733398436,"","conserved Plasmodium protein, unknown function","PF3D7_0606000",1,198567,201569,"reverse",8.0033466606303,52.474809884019,0,0,TRUE,3.25418135564695,0.000568598282488886,0.00111722238643601,FALSE,"Essential","normal"
"26","PBANKA_0104900","PBANKA_010490",0.360603285680024,0.0028253763078595,"PbGEM-327659","PbSTM26,PbSTM51",2,0.0091156672394287,0.00542444788591943,0.0225374045322896,0.0612402227971643,0.0264587142959381,1001,9677,0.25429474777531,0.466911823584738,"","RNA-binding protein, putative","PF3D7_0606100",1,204670,206858,"forward",5.86911371693296,12.0290754989609,2.49943814613807e-33,8.92352597706314e-33,TRUE,-4.90277245490117,4.72467099570189e-07,1.03050233069165e-06,TRUE,"Slow","normal"
"27","PBANKA_0105100","PBANKA_010510",1.05194274156621,0.00554728751950834,"PbGEM-005773","PbSTM21",1,1.12736842807169,1.1752003137949,1.07624882376879,1.52200743911597,0.941676654320018,2578,4317,0.902982511712621,1.20090297141979,"","conserved Plasmodium protein, unknown function","PF3D7_0606400",1,210136,210904,"reverse",5.1944462059175,-0.697404154347266,0.48554990241404,0.60893328568816,FALSE,-12.7811663892017,1.04456393989139e-37,4.69494185126185e-37,TRUE,"Dispensable","normal"
"28","PBANKA_0105200","PBANKA_010520",0.861130003951577,0.00608865465563922,"PbGEM-227028","met11,PbSTM49",2,0.087053646864883,0.0949104444684783,0.104403180852352,0.116645506417763,0.0666069535888212,4385,753,0.705070340288743,1.01718966761441,"","polypyrimidine tract-binding protein, putative","PF3D7_0606500",1,211904,214468,"reverse",5.1013281320687,1.77970390027817,0.0751244318321595,0.117155015440858,FALSE,-9.75434633251542,8.8367772734092e-23,2.60752267258745e-22,TRUE,"Dispensable","normal"
"29","PBANKA_0105300","PBANKA_010530",0.901860481313062,0.0129881597040259,"PbGEM-327675","PbSTM29,PbSTM88",2,0.136342322291179,0.386925898014859,0.133203480238271,0.230618528902381,0.0842222053478264,1001,2748,0.673929266214946,1.12979169641118,"","conserved Plasmodium protein, unknown function","PF3D7_0606600",1,216483,221962,"reverse",4.34371712854166,0.861132764502594,0.389164925553532,0.508845775386099,FALSE,-7.0359865450451,9.89280154757625e-13,2.37597151672227e-12,TRUE,"Dispensable","normal"
"30","PBANKA_0105400","PBANKA_010540",0.0391000542561335,0.00312809650256448,"PbGEM-266659","PbSTM46,PbSTM86",2,0.000593388352812189,0.000941776384350064,NA,NA,NA,1142,1616,-0.0727587228257653,0.150958831338032,"","coatomer alpha subunit, putative","PF3D7_0606700",1,224533,229071,"forward",5.76733060557148,17.1805909345912,3.71111518280353e-66,1.786018530615e-65,TRUE,1.08887201045078,0.138105165334847,0.197393924558666,FALSE,"Essential","normal"
"31","PBANKA_0105500","PBANKA_010550",0.230583569806691,0.00169717987194442,"PbGEM-327683","PbSTM26,PbSTM52",2,0.00708329071341472,0.00177937248183126,0.0198718897346655,0.0434653074921419,0.0203964004176419,1001,7181,0.148189883836359,0.312977255777023,"GLP2","glutaredoxin-like protein","PF3D7_0606900",1,230049,230699,"reverse",6.37878730427253,18.6765871955373,7.67734634291473e-78,4.04265287554736e-77,TRUE,-3.16974700837419,0.000762858583158725,0.0014907725573063,TRUE,"Slow","normal"
"32","PBANKA_0105600","PBANKA_010560",0.109939502798811,0.00574237631081309,"PbGEM-533139","PbSTM46,PbSTM86",2,0.00322276549834843,0.00244388209827489,0.00774855579262446,0.0162298976062466,0.0095750928151987,1095,1001,-0.0416174344995272,0.261496440097149,"","translation initiation factor IF-2, putative","PF3D7_0607000",1,233100,235901,"forward",5.15988216289062,11.7455593002532,7.44284419147108e-32,2.61643000418055e-31,TRUE,-0.131165263378805,0.44782228715807,0.468446194992979,FALSE,"Essential","shortarm"
"33","PBANKA_0105700","PBANKA_010570",0.96821828321855,0.00463869318995904,"PbGEM-227102","PbSTM90",1,0.175582795918999,NA,0.192189393387621,0.365188932859684,0.117037969891494,3018,1558,0.832002378274098,1.104434188163,"","MYND finger protein, putative","PF3D7_0607100",1,236912,240021,"forward",5.37332259250703,0.466637384149961,0.640759335544189,0.747701088347113,FALSE,-12.7476785265656,1.60583683967909e-37,7.19197744745954e-37,TRUE,"Dispensable","normal"
"34","PBANKA_0105800","PBANKA_010580",0.97963871291551,0.00629339468943657,"PbGEM-266691","PbSTM29",1,0.379755476759872,0.385545817597657,0.36396124859812,0.344232479321275,0.195513478726383,3583,2442,0.820976875166963,1.13830055066406,"","RING zinc finger protein, putative","PF3D7_0607200",1,240576,241896,"reverse",5.06825465759961,0.256662690580442,0.797439175475907,0.870301270363842,FALSE,-11.0882203987778,7.15531664648873e-29,2.49445041540334e-28,TRUE,"Dispensable","normal"
"35","PBANKA_0105900","PBANKA_010590",0.770155217277575,0.0167076281329658,"PbGEM-537843","PbSTM46",1,0.17771159750006,0.130978861603833,0.152331259400232,0.319068586258315,0.188239716722657,1526,1001,0.511639236085187,1.02867119846996,"UROD","uroporphyrinogen III decarboxylase, putative","PF3D7_0607300",1,242994,244392,"forward",4.09188988942002,1.77818625883229,0.0753732690117743,0.117470289846833,FALSE,-5.18463279667685,1.08220440148002e-07,2.38939340221509e-07,TRUE,"Dispensable","normal"
"36","PBANKA_0106000","PBANKA_010600",0.819486999391856,0.00733000021972844,"PbGEM-327699","PbSTM23,PbSTM44",2,0.0465985138419356,0.04415325750816,0.0521198266826204,0.107891956513216,0.0459116632749264,1001,3060,0.648256158481365,0.990717840302347,"","G-protein associated signal transduction protein, putative","PF3D7_0607400",1,244883,248217,"reverse",4.91577973310698,2.10841691424625,0.0349949426438722,0.0566655958349479,FALSE,-8.40370806527734,2.16298655482368e-17,5.63585627173003e-17,TRUE,"Dispensable","normal"
"37","PBANKA_0106100","PBANKA_010610",0.0880482909251776,0.00118237877514967,"PbGEM-266731","met8,PbSTM60",2,0.000232381599933776,0.000477855576785175,0.00141185591459821,0.00184560555386076,0.00118697316641802,4707,981,0.0192768208187541,0.156819761031601,"COQ2","para-hydroxybenzoate--polyprenyltransferase, putative","PF3D7_0607500",1,249342,250724,"forward",6.74022695858294,26.5212218864474,5.51753360497355e-155,4.75603838483508e-154,TRUE,0.347577536333807,0.364078739506183,0.41078571082113,FALSE,"Essential","normal"
"38","PBANKA_0106200","PBANKA_010620",1.01693561527194,0.00270521200115731,"PbGEM-327715","PbSTM23",1,0.527852993996262,0.477640371550247,0.454917126199591,0.876772597745961,0.392666498928495,1001,4196,0.912912310168571,1.12095892037531,"SAS6","spindle assembly abnormal protein 6, putative","PF3D7_0607600",1,251097,253855,"reverse",5.91257499594429,-0.325611943498874,0.744717974662617,0.828197739520085,FALSE,-17.6294266820449,7.32222228945122e-70,7.0884744240572e-69,TRUE,"Dispensable","normal"
"39","PBANKA_0106300","PBANKA_010630",0.796008674395539,0.00530133337314506,"PbGEM-327723","inv2,PbSTM24,PbSTM51",3,0.0227092585946393,0.024257869119277,0.0272026873489993,0.0800791258059071,0.0299893390920576,1016,1964,0.650388162473008,0.941629186318071,"","conserved Plasmodium protein, unknown function","PF3D7_0607700",1,258200,264727,"forward",5.23979691022627,2.80168395113157,0.00508366495562775,0.00897306079475109,TRUE,-9.55921202592402,5.93283296310228e-22,1.72435803327118e-21,TRUE,"Slow","normal"
"40","PBANKA_0106400","PBANKA_010640",0.0948791581337176,0.00154424250738513,"PbGEM-327731","PbSTM30,PbSTM54",2,0.000532949495557519,0.000577817928738768,0.00200421473170612,0.00355771460026628,0.00170395083488482,1001,7425,0.016285455908027,0.173472860359408,"","GTP-binding protein, putative","PF3D7_0607800",1,265588,267452,"reverse",6.47322177534426,23.0329101756048,2.18232040938087e-117,1.48456769470585e-116,TRUE,0.130311760898536,0.448159887780331,0.468446194992979,FALSE,"Essential","normal"
"41","PBANKA_0106600","PBANKA_010660",0.822640674330411,0.00514197390936856,"PbGEM-266819","PbSTM29",1,0.278566722537235,0.232456214723834,0.332691476524962,0.314657706704644,0.178715915962346,6544,2081,0.679225557841687,0.966055790819135,"DPH7","diphthine methyltransferase, putative","PF3D7_0608000",1,270985,273139,"reverse",5.27031824417532,2.47337003255907,0.0133845477741509,0.0226708659135517,TRUE,-10.0776081632542,3.46973910774617e-24,1.07421074221367e-23,TRUE,"Slow","normal"
"42","PBANKA_0106700","PBANKA_010670",0.132777189632568,0.00304843642482957,"PbGEM-266835","PbSTM30,PbSTM85",2,0.000208957497282714,3.11793442008077e-05,0.00154109931341056,0.00325341473133135,0.00132815575125186,1122,3574,0.0223518949790407,0.243202484286095,"","conserved Plasmodium protein, unknown function","PF3D7_0608100",1,273659,277192,"forward",5.79312646740839,15.706959407959,1.35524854085529e-55,5.92215378009162e-55,TRUE,-0.593653650378027,0.276371894763331,0.343181084913322,FALSE,"Essential","normal"
"43","PBANKA_0106900","PBANKA_010690",0.123579693538482,0.00371174486764281,"PbGEM-327747","PbSTM30,PbSTM54",2,0.00166990819508324,0.00200066795844719,0.00347019091676931,0.00711224733665751,0.0032679005026024,2941,1001,0.0017315114815827,0.245427875595381,"","conserved Plasmodium protein, unknown function","#N/A",1,278666,281917,"forward",5.59625319819758,14.3854473930889,6.38637816032618e-47,2.5968519918483e-46,TRUE,-0.387033981803206,0.349365525393756,0.400239560665635,FALSE,"Essential","normal"
"44","PBANKA_0107000","PBANKA_010700",0.162471974877792,0.00222806862847993,"PbGEM-266891","PbSTM27,PbSTM52",2,0.00268671427601362,0.0013903888900727,0.00798405325676921,0.0118173106903314,0.00522568790584602,1503,5166,0.0680671311783311,0.256876818577254,"","conserved Plasmodium protein, unknown function","PF3D7_0608400",1,284338,284748,"reverse",6.10662015466262,17.7433274035914,1.94093619742011e-70,9.63577200967736e-70,TRUE,-1.32349088096947,0.0928360934330373,0.140738771825556,FALSE,"Essential","normal"
"45","PBANKA_0107200","PBANKA_010720",1.05114005797777,0.0023565988591099,"PbGEM-327755","PbSTM37a",1,0.534710808190185,NA,0.522931406422973,0.73805774295048,0.380167413702328,4728,1001,0.954050432185721,1.14822968376981,"","conserved Plasmodium protein, unknown function","#N/A",1,288589,289663,"forward",6.05053586081063,-1.05346081129827,0.29212984601643,0.399434869603417,FALSE,-19.5930317007295,8.86553856966811e-86,1.12133470250526e-84,TRUE,"Dispensable","normal"
"46","PBANKA_0107300","PBANKA_010730",0.632790241190814,0.0141359173579766,"PbGEM-266931","met8,PbSTM59",2,0.0121216815388459,0.00639719184382453,0.0105019291142369,0.0154082691952763,0.00645352286845414,1902,3256,0.395001113113211,0.870579369268417,"CCT6","T-complex protein 1 subunit zeta, putative","PF3D7_0608700",1,291081,292796,"forward",4.25903639019175,3.08853278346138,0.00201147499306114,0.00366875547647455,TRUE,-4.48119933403294,3.7112372469372e-06,7.9162577546957e-06,TRUE,"Slow","normal"
"47","PBANKA_0107400","PBANKA_010740",0.941320890967452,0.00606808887058581,"PbGEM-006127","met1",1,0.117674826929434,0.111990534876612,0.120311305640295,0.25128943001893,0.0972628665832874,8341,401,0.785525013350799,1.09711676858411,"OAT","ornithine aminotransferase, putative","PF3D7_0608800",1,294827,296071,"forward",5.10471157182429,0.753281921578591,0.451280520092953,0.573094383992917,FALSE,-10.8002972073187,1.71545599868489e-27,5.74175897432163e-27,TRUE,"Dispensable","normal"
"48","PBANKA_0107700","PBANKA_010770",0.41882281809984,0.002545715933891,"PbGEM-006154","met11,PbSTM21,PbSTM50",3,0.00888980839680918,0.00546878036233657,0.0160812924808088,0.0313085063730344,0.0147501721680708,1419,4104,0.317912641528971,0.51973299467071,"","permease, putative","PF3D7_0609100",1,318879,320670,"reverse",5.97334335856307,11.5187031011089,1.06197342346274e-30,3.6666489805977e-30,TRUE,-6.31894282487815,1.31679341778662e-10,3.04349773422308e-10,TRUE,"Slow","normal"
"49","PBANKA_0107800","PBANKA_010780",0.175929250716716,0.00184418733514943,"PbGEM-266971","met8,PbSTM37a,PbSTM60",3,0.0064897219471257,0.00292543345515877,0.0217849186982773,0.0284600912291131,0.0169154673895636,4504,1038,0.0900412460792945,0.261817255354137,"","citrate synthase-like protein, putative","PF3D7_0609200",1,322206,323736,"forward",6.2957165672782,19.1894258752924,4.53623194907255e-82,2.46071030513267e-81,TRUE,-1.76809907360762,0.0385221711507435,0.06387371856813,FALSE,"Essential","normal"
"50","PBANKA_0107900","PBANKA_010790",0.13112060670366,0.0132989296749784,"PbGEM-266987","PbSTM45,PbSTM85",2,0.00335542974198356,0.00192782983563609,NA,NA,NA,1268,4887,-0.0995213641080577,0.361762577515378,"","conserved Plasmodium protein, unknown function","PF3D7_0609300",1,324834,327357,"forward",4.3200717225583,7.53444301779436,4.90423603568271e-14,1.26995494874623e-13,TRUE,-0.269860742120221,0.393633695115498,0.430211033697659,FALSE,"Essential","normal"
"51","PBANKA_0108200","PBANKA_010820",0.559692985596366,0.00780946714895499,"PbGEM-327787","PbSTM24,PbSTM49",2,0.051322482666894,0.0389099653451702,0.0631829961209474,0.172097789518863,0.0852691552788155,5211,1001,0.382950606423119,0.736435364769614,"","conserved Plasmodium protein, unknown function","PF3D7_0609700",1,337150,342054,"forward",4.85241854422442,4.98247241508539,6.27769421774763e-07,1.33454023193165e-06,TRUE,-5.2018422264845,9.86613550360637e-08,2.18216722869747e-07,TRUE,"Slow","normal"
"52","PBANKA_0108700","PBANKA_010870",0.317078017287748,0.00139040236753513,"PbGEM-327795","PbSTM30,PbSTM54",2,0.00831733496796254,0.00441428031028287,0.0240150767625085,0.0411380593929493,0.0199197763683921,1001,5556,0.242501818201575,0.391654216373921,"RBM25","RNA-binding protein 25, putative","PF3D7_0610200",1,357597,359636,"reverse",6.57816210068192,18.314743606687,6.31235097058618e-75,3.24248722305417e-74,TRUE,-5.82164336471249,2.91358946610959e-09,6.58303831795138e-09,TRUE,"Slow","normal"
"53","PBANKA_0108800","PBANKA_010880",0.16409409546601,0.00262995518230532,"PbGEM-533171","PbSTM46,PbSTM86",2,0.0023713227521307,0.00121004505424444,0.00533729071787867,0.0111201509534106,0.00625168700641043,1436,1480,0.0615279181499899,0.26666027278203,"","histone H3, putative","PF3D7_0610400",1,363203,363613,"forward",5.94078847388621,16.2998354117937,9.89582455576136e-60,4.46376172165795e-59,TRUE,-1.24980957940019,0.105684557954654,0.157681109882552,FALSE,"Essential","normal"
"54","PBANKA_0108900","PBANKA_010890",1.04426488315182,0.00613903027182549,"PbGEM-267067","PbSTM30",1,0.567295723722483,0.563164351474245,0.583087224117175,0.746628784886724,0.399536388837308,1126,5269,0.887560955034804,1.20096881126883,"","peptidyl-tRNA hydrolase PTRHD1, putative","PF3D7_0610500",1,364126,364699,"reverse",5.09308848548109,-0.564949247714626,0.572108285155754,0.687021256553928,FALSE,-12.051578980799,9.5134874246056e-34,3.84975045783478e-33,TRUE,"Dispensable","normal"
